state,district,date,sex,age,ethnicity,population
Sarawak,Samarahan,1/1/2022,both,overall,other_noncitizen,1.3
Sarawak,Saratok,1/1/2022,both,overall,bumi_malay,6.3
Sarawak,Saratok,1/1/2022,both,overall,bumi_other,15.5
Sarawak,Saratok,1/1/2022,both,overall,chinese,1.1
Sarawak,Saratok,1/1/2022,both,overall,indian,0
Sarawak,Saratok,1/1/2022,both,overall,other_citizen,0
Sarawak,Saratok,1/1/2022,both,overall,other_noncitizen,0.2
Sarawak,Sarikei,1/1/2022,both,overall,bumi_malay,7.5
Sarawak,Sarikei,1/1/2022,both,overall,bumi_other,19.4
Sarawak,Sarikei,1/1/2022,both,overall,chinese,17
Sarawak,Sarikei,1/1/2022,both,overall,indian,0
Sarawak,Sarikei,1/1/2022,both,overall,other_citizen,0.1
Sarawak,Sarikei,1/1/2022,both,overall,other_noncitizen,0.5
Sarawak,Sebauh,1/1/2022,both,overall,bumi_malay,1.2
Sarawak,Sebauh,1/1/2022,both,overall,bumi_other,18.8
Sarawak,Sebauh,1/1/2022,both,overall,chinese,0.7
Sarawak,Sebauh,1/1/2022,both,overall,indian,0
Sarawak,Sebauh,1/1/2022,both,overall,other_citizen,0.1
Sarawak,Sebauh,1/1/2022,both,overall,other_noncitizen,8.3
Sarawak,Selangau,1/1/2022,both,overall,bumi_malay,0.3
Sarawak,Selangau,1/1/2022,both,overall,bumi_other,18
Sarawak,Selangau,1/1/2022,both,overall,chinese,0.5
Sarawak,Selangau,1/1/2022,both,overall,indian,0
Sarawak,Selangau,1/1/2022,both,overall,other_citizen,0
Sarawak,Selangau,1/1/2022,both,overall,other_noncitizen,1.1
Sarawak,Serian,1/1/2022,both,overall,bumi_malay,10
Sarawak,Serian,1/1/2022,both,overall,bumi_other,59.8
Sarawak,Serian,1/1/2022,both,overall,chinese,14.4
Sarawak,Serian,1/1/2022,both,overall,indian,0.1
Sarawak,Serian,1/1/2022,both,overall,other_citizen,0.1
Sarawak,Serian,1/1/2022,both,overall,other_noncitizen,1.5
Sarawak,Sibu,1/1/2022,both,overall,bumi_malay,25
Sarawak,Sibu,1/1/2022,both,overall,bumi_other,96.3
Sarawak,Sibu,1/1/2022,both,overall,chinese,114.6
Sarawak,Sibu,1/1/2022,both,overall,indian,0.2
Sarawak,Sibu,1/1/2022,both,overall,other_citizen,0.6
Sarawak,Sibu,1/1/2022,both,overall,other_noncitizen,12.3
Sarawak,Simunjan,1/1/2022,both,overall,bumi_malay,19.8
Sarawak,Simunjan,1/1/2022,both,overall,bumi_other,13.6
Sarawak,Simunjan,1/1/2022,both,overall,chinese,0.9
Sarawak,Simunjan,1/1/2022,both,overall,indian,0
Sarawak,Simunjan,1/1/2022,both,overall,other_citizen,0.3
Sarawak,Simunjan,1/1/2022,both,overall,other_noncitizen,2
Sarawak,Song,1/1/2022,both,overall,bumi_malay,0.5
Sarawak,Song,1/1/2022,both,overall,bumi_other,9
Sarawak,Song,1/1/2022,both,overall,chinese,0.5
Sarawak,Song,1/1/2022,both,overall,indian,0
Sarawak,Song,1/1/2022,both,overall,other_citizen,0
Sarawak,Song,1/1/2022,both,overall,other_noncitizen,0
Sarawak,Sri Aman,1/1/2022,both,overall,bumi_malay,14.2
Sarawak,Sri Aman,1/1/2022,both,overall,bumi_other,38.3
Sarawak,Sri Aman,1/1/2022,both,overall,chinese,7.2
Sarawak,Sri Aman,1/1/2022,both,overall,indian,0
Sarawak,Sri Aman,1/1/2022,both,overall,other_citizen,0.1
Sarawak,Sri Aman,1/1/2022,both,overall,other_noncitizen,1.3
Sarawak,Subis,1/1/2022,both,overall,bumi_malay,6.7
Sarawak,Subis,1/1/2022,both,overall,bumi_other,33.9
Sarawak,Subis,1/1/2022,both,overall,chinese,2
Sarawak,Subis,1/1/2022,both,overall,indian,0
Sarawak,Subis,1/1/2022,both,overall,other_citizen,0.4
Sarawak,Subis,1/1/2022,both,overall,other_noncitizen,13.6
Sarawak,Tanjung Manis,1/1/2022,both,overall,bumi_malay,0.9
Sarawak,Tanjung Manis,1/1/2022,both,overall,bumi_other,6.4
Sarawak,Tanjung Manis,1/1/2022,both,overall,chinese,0.1
Sarawak,Tanjung Manis,1/1/2022,both,overall,indian,0
Sarawak,Tanjung Manis,1/1/2022,both,overall,other_citizen,0
Sarawak,Tanjung Manis,1/1/2022,both,overall,other_noncitizen,0.6
Sarawak,Tatau,1/1/2022,both,overall,bumi_malay,1.4
Sarawak,Tatau,1/1/2022,both,overall,bumi_other,25.8
Sarawak,Tatau,1/1/2022,both,overall,chinese,1.3
Sarawak,Tatau,1/1/2022,both,overall,indian,0
Sarawak,Tatau,1/1/2022,both,overall,other_citizen,0.2
Sarawak,Tatau,1/1/2022,both,overall,other_noncitizen,3.2
Sarawak,Tebedu,1/1/2022,both,overall,bumi_malay,0.6
Sarawak,Tebedu,1/1/2022,both,overall,bumi_other,23.8
Sarawak,Tebedu,1/1/2022,both,overall,chinese,0.4
Sarawak,Tebedu,1/1/2022,both,overall,indian,0
Sarawak,Tebedu,1/1/2022,both,overall,other_citizen,0
Sarawak,Tebedu,1/1/2022,both,overall,other_noncitizen,0.4
Sarawak,Telang Usan,1/1/2022,both,overall,bumi_malay,0.2
Sarawak,Telang Usan,1/1/2022,both,overall,bumi_other,16.9
Sarawak,Telang Usan,1/1/2022,both,overall,chinese,0.2
Sarawak,Telang Usan,1/1/2022,both,overall,indian,0
Sarawak,Telang Usan,1/1/2022,both,overall,other_citizen,0
Sarawak,Telang Usan,1/1/2022,both,overall,other_noncitizen,0.1
Selangor,Gombak,1/1/2022,both,overall,bumi_malay,569.3
Selangor,Gombak,1/1/2022,both,overall,bumi_other,8
Selangor,Gombak,1/1/2022,both,overall,chinese,200.6
Selangor,Gombak,1/1/2022,both,overall,indian,95.7
Selangor,Gombak,1/1/2022,both,overall,other_citizen,14.8
Selangor,Gombak,1/1/2022,both,overall,other_noncitizen,61.7
Selangor,Klang,1/1/2022,both,overall,bumi_malay,539.7
Selangor,Klang,1/1/2022,both,overall,bumi_other,15.4
Selangor,Klang,1/1/2022,both,overall,chinese,250.8
Selangor,Klang,1/1/2022,both,overall,indian,189.8
Selangor,Klang,1/1/2022,both,overall,other_citizen,7.8
Selangor,Klang,1/1/2022,both,overall,other_noncitizen,90.6
Selangor,Kuala Langat,1/1/2022,both,overall,bumi_malay,203.1
Selangor,Kuala Langat,1/1/2022,both,overall,bumi_other,8.7
Selangor,Kuala Langat,1/1/2022,both,overall,chinese,54.1
Selangor,Kuala Langat,1/1/2022,both,overall,indian,32.1
Selangor,Kuala Langat,1/1/2022,both,overall,other_citizen,1.1
Selangor,Kuala Langat,1/1/2022,both,overall,other_noncitizen,15.4
Selangor,Kuala Selangor,1/1/2022,both,overall,bumi_malay,225.4
Selangor,Kuala Selangor,1/1/2022,both,overall,bumi_other,1.3
Selangor,Kuala Selangor,1/1/2022,both,overall,chinese,21.7
Selangor,Kuala Selangor,1/1/2022,both,overall,indian,26.3
Selangor,Kuala Selangor,1/1/2022,both,overall,other_citizen,0.9
Selangor,Kuala Selangor,1/1/2022,both,overall,other_noncitizen,12.1
Selangor,Petaling,1/1/2022,both,overall,bumi_malay,1097.9
Selangor,Petaling,1/1/2022,both,overall,bumi_other,21.8
Selangor,Petaling,1/1/2022,both,overall,chinese,762.6
Selangor,Petaling,1/1/2022,both,overall,indian,211.6
Selangor,Petaling,1/1/2022,both,overall,other_citizen,16.6
Selangor,Petaling,1/1/2022,both,overall,other_noncitizen,194.4
Selangor,Sabak Bernam,1/1/2022,both,overall,bumi_malay,79.5
Selangor,Sabak Bernam,1/1/2022,both,overall,bumi_other,0.3
Selangor,Sabak Bernam,1/1/2022,both,overall,chinese,19.9
Selangor,Sabak Bernam,1/1/2022,both,overall,indian,4
Selangor,Sabak Bernam,1/1/2022,both,overall,other_citizen,0.3
Selangor,Sabak Bernam,1/1/2022,both,overall,other_noncitizen,3.9
Selangor,Sepang,1/1/2022,both,overall,bumi_malay,203.4
Selangor,Sepang,1/1/2022,both,overall,bumi_other,6.1
Selangor,Sepang,1/1/2022,both,overall,chinese,58.8
Selangor,Sepang,1/1/2022,both,overall,indian,30.8
Selangor,Sepang,1/1/2022,both,overall,other_citizen,3
Selangor,Sepang,1/1/2022,both,overall,other_noncitizen,29.5
Selangor,Ulu Langat,1/1/2022,both,overall,bumi_malay,816.6
Selangor,Ulu Langat,1/1/2022,both,overall,bumi_other,15.4
Selangor,Ulu Langat,1/1/2022,both,overall,chinese,363.2
Selangor,Ulu Langat,1/1/2022,both,overall,indian,106.3
Selangor,Ulu Langat,1/1/2022,both,overall,other_citizen,9.3
Selangor,Ulu Langat,1/1/2022,both,overall,other_noncitizen,102.5
Selangor,Ulu Selangor,1/1/2022,both,overall,bumi_malay,173.2
Selangor,Ulu Selangor,1/1/2022,both,overall,bumi_other,5.2
Selangor,Ulu Selangor,1/1/2022,both,overall,chinese,26
Selangor,Ulu Selangor,1/1/2022,both,overall,indian,31
Selangor,Ulu Selangor,1/1/2022,both,overall,other_citizen,1.2
Selangor,Ulu Selangor,1/1/2022,both,overall,other_noncitizen,9.8
Terengganu,Besut,1/1/2022,both,overall,bumi_malay,153.8
Terengganu,Besut,1/1/2022,both,overall,bumi_other,0.3
Terengganu,Besut,1/1/2022,both,overall,chinese,1.3
Terengganu,Besut,1/1/2022,both,overall,indian,0.1
Terengganu,Besut,1/1/2022,both,overall,other_citizen,0.5
Terengganu,Besut,1/1/2022,both,overall,other_noncitizen,3.4
Terengganu,Dungun,1/1/2022,both,overall,bumi_malay,155.3
Terengganu,Dungun,1/1/2022,both,overall,bumi_other,0.3
Terengganu,Dungun,1/1/2022,both,overall,chinese,3.3
Terengganu,Dungun,1/1/2022,both,overall,indian,0.1
Terengganu,Dungun,1/1/2022,both,overall,other_citizen,0.3
Terengganu,Dungun,1/1/2022,both,overall,other_noncitizen,3.2
Terengganu,Hulu Terengganu,1/1/2022,both,overall,bumi_malay,67
Terengganu,Hulu Terengganu,1/1/2022,both,overall,bumi_other,0.6
Terengganu,Hulu Terengganu,1/1/2022,both,overall,chinese,0.2
Terengganu,Hulu Terengganu,1/1/2022,both,overall,indian,0
Terengganu,Hulu Terengganu,1/1/2022,both,overall,other_citizen,0.3
Terengganu,Hulu Terengganu,1/1/2022,both,overall,other_noncitizen,4.2
Terengganu,Kemaman,1/1/2022,both,overall,bumi_malay,203.9
Terengganu,Kemaman,1/1/2022,both,overall,bumi_other,0.9
Terengganu,Kemaman,1/1/2022,both,overall,chinese,7.8
Terengganu,Kemaman,1/1/2022,both,overall,indian,0.7
Terengganu,Kemaman,1/1/2022,both,overall,other_citizen,0.3
Terengganu,Kemaman,1/1/2022,both,overall,other_noncitizen,8
Terengganu,Kuala Nerus,1/1/2022,both,overall,bumi_malay,145.7
Terengganu,Kuala Nerus,1/1/2022,both,overall,bumi_other,0.4
Terengganu,Kuala Nerus,1/1/2022,both,overall,chinese,1.8
Terengganu,Kuala Nerus,1/1/2022,both,overall,indian,0.5
Terengganu,Kuala Nerus,1/1/2022,both,overall,other_citizen,0.2
Terengganu,Kuala Nerus,1/1/2022,both,overall,other_noncitizen,2.5
Terengganu,Kuala Terengganu,1/1/2022,both,overall,bumi_malay,224.1
Terengganu,Kuala Terengganu,1/1/2022,both,overall,bumi_other,0.5
Terengganu,Kuala Terengganu,1/1/2022,both,overall,chinese,7.1
Terengganu,Kuala Terengganu,1/1/2022,both,overall,indian,0.5
Terengganu,Kuala Terengganu,1/1/2022,both,overall,other_citizen,0.3
Terengganu,Kuala Terengganu,1/1/2022,both,overall,other_noncitizen,4.2
Terengganu,Marang,1/1/2022,both,overall,bumi_malay,117.9
Terengganu,Marang,1/1/2022,both,overall,bumi_other,0.2
Terengganu,Marang,1/1/2022,both,overall,chinese,1.5
Terengganu,Marang,1/1/2022,both,overall,indian,0
Terengganu,Marang,1/1/2022,both,overall,other_citizen,0.2
Terengganu,Marang,1/1/2022,both,overall,other_noncitizen,1.7
Terengganu,Setiu,1/1/2022,both,overall,bumi_malay,59.8
Terengganu,Setiu,1/1/2022,both,overall,bumi_other,0.1
Terengganu,Setiu,1/1/2022,both,overall,chinese,0.1
Terengganu,Setiu,1/1/2022,both,overall,indian,0
Terengganu,Setiu,1/1/2022,both,overall,other_citizen,0.1
Terengganu,Setiu,1/1/2022,both,overall,other_noncitizen,1.4
W.P. Kuala Lumpur,W.P. Kuala Lumpur,1/1/2022,both,overall,bumi_malay,837.2
W.P. Kuala Lumpur,W.P. Kuala Lumpur,1/1/2022,both,overall,bumi_other,19.9
W.P. Kuala Lumpur,W.P. Kuala Lumpur,1/1/2022,both,overall,chinese,730.7
W.P. Kuala Lumpur,W.P. Kuala Lumpur,1/1/2022,both,overall,indian,177
W.P. Kuala Lumpur,W.P. Kuala Lumpur,1/1/2022,both,overall,other_citizen,12.7
W.P. Kuala Lumpur,W.P. Kuala Lumpur,1/1/2022,both,overall,other_noncitizen,183.6
W.P. Labuan,W.P. Labuan,1/1/2022,both,overall,bumi_malay,34.9
W.P. Labuan,W.P. Labuan,1/1/2022,both,overall,bumi_other,39.9
W.P. Labuan,W.P. Labuan,1/1/2022,both,overall,chinese,9.7
W.P. Labuan,W.P. Labuan,1/1/2022,both,overall,indian,0.9
W.P. Labuan,W.P. Labuan,1/1/2022,both,overall,other_citizen,1.1
W.P. Labuan,W.P. Labuan,1/1/2022,both,overall,other_noncitizen,10.3
W.P. Putrajaya,W.P. Putrajaya,1/1/2022,both,overall,bumi_malay,108.7
W.P. Putrajaya,W.P. Putrajaya,1/1/2022,both,overall,bumi_other,2.3
W.P. Putrajaya,W.P. Putrajaya,1/1/2022,both,overall,chinese,0.6
W.P. Putrajaya,W.P. Putrajaya,1/1/2022,both,overall,indian,1.4
W.P. Putrajaya,W.P. Putrajaya,1/1/2022,both,overall,other_citizen,0.3
W.P. Putrajaya,W.P. Putrajaya,1/1/2022,both,overall,other_noncitizen,3.7
