state,district,date,sex,age,population
Kelantan,Kota Bharu,1/1/2022,male,25-29,1.2
Kelantan,Kota Bharu,1/1/2022,male,30-34,20.3
Kelantan,Kota Bharu,1/1/2022,male,30-34,18.3
Kelantan,Kota Bharu,1/1/2022,male,30-34,0.1
Kelantan,Kota Bharu,1/1/2022,male,30-34,0.5
Kelantan,Kota Bharu,1/1/2022,male,30-34,0.1
Kelantan,Kota Bharu,1/1/2022,male,30-34,0
Kelantan,Kota Bharu,1/1/2022,male,30-34,1.3
Kelantan,Kota Bharu,1/1/2022,male,35-39,18.9
Kelantan,Kota Bharu,1/1/2022,male,35-39,16.8
Kelantan,Kota Bharu,1/1/2022,male,35-39,0.1
Kelantan,Kota Bharu,1/1/2022,male,35-39,0.6
Kelantan,Kota Bharu,1/1/2022,male,35-39,0.1
Kelantan,Kota Bharu,1/1/2022,male,35-39,0
Kelantan,Kota Bharu,1/1/2022,male,35-39,1.3
Kelantan,Kota Bharu,1/1/2022,male,40-44,14.9
Kelantan,Kota Bharu,1/1/2022,male,40-44,13.5
Kelantan,Kota Bharu,1/1/2022,male,40-44,0
Kelantan,Kota Bharu,1/1/2022,male,40-44,0.5
Kelantan,Kota Bharu,1/1/2022,male,40-44,0
Kelantan,Kota Bharu,1/1/2022,male,40-44,0.1
Kelantan,Kota Bharu,1/1/2022,male,40-44,0.8
Kelantan,Kota Bharu,1/1/2022,male,45-49,12.5
Kelantan,Kota Bharu,1/1/2022,male,45-49,11.5
Kelantan,Kota Bharu,1/1/2022,male,45-49,0
Kelantan,Kota Bharu,1/1/2022,male,45-49,0.5
Kelantan,Kota Bharu,1/1/2022,male,45-49,0
Kelantan,Kota Bharu,1/1/2022,male,45-49,0
Kelantan,Kota Bharu,1/1/2022,male,45-49,0.5
Kelantan,Kota Bharu,1/1/2022,male,50-54,12.6
Kelantan,Kota Bharu,1/1/2022,male,50-54,11.7
Kelantan,Kota Bharu,1/1/2022,male,50-54,0
Kelantan,Kota Bharu,1/1/2022,male,50-54,0.5
Kelantan,Kota Bharu,1/1/2022,male,50-54,0
Kelantan,Kota Bharu,1/1/2022,male,50-54,0.1
Kelantan,Kota Bharu,1/1/2022,male,50-54,0.3
Kelantan,Kota Bharu,1/1/2022,male,55-59,12.1
Kelantan,Kota Bharu,1/1/2022,male,55-59,11.3
Kelantan,Kota Bharu,1/1/2022,male,55-59,0
Kelantan,Kota Bharu,1/1/2022,male,55-59,0.6
Kelantan,Kota Bharu,1/1/2022,male,55-59,0
Kelantan,Kota Bharu,1/1/2022,male,55-59,0
Kelantan,Kota Bharu,1/1/2022,male,55-59,0.2
Kelantan,Kota Bharu,1/1/2022,male,60-64,10.8
Kelantan,Kota Bharu,1/1/2022,male,60-64,9.9
Kelantan,Kota Bharu,1/1/2022,male,60-64,0
Kelantan,Kota Bharu,1/1/2022,male,60-64,0.6
Kelantan,Kota Bharu,1/1/2022,male,60-64,0
Kelantan,Kota Bharu,1/1/2022,male,60-64,0
Kelantan,Kota Bharu,1/1/2022,male,60-64,0.1
Kelantan,Kota Bharu,1/1/2022,male,65-69,7.6
Kelantan,Kota Bharu,1/1/2022,male,65-69,6.9
Kelantan,Kota Bharu,1/1/2022,male,65-69,0
Kelantan,Kota Bharu,1/1/2022,male,65-69,0.6
Kelantan,Kota Bharu,1/1/2022,male,65-69,0
Kelantan,Kota Bharu,1/1/2022,male,65-69,0
Kelantan,Kota Bharu,1/1/2022,male,65-69,0.1
Kelantan,Kota Bharu,1/1/2022,male,70-74,5.1
Kelantan,Kota Bharu,1/1/2022,male,70-74,4.6
Kelantan,Kota Bharu,1/1/2022,male,70-74,0
Kelantan,Kota Bharu,1/1/2022,male,70-74,0.4
Kelantan,Kota Bharu,1/1/2022,male,70-74,0
Kelantan,Kota Bharu,1/1/2022,male,70-74,0
Kelantan,Kota Bharu,1/1/2022,male,70-74,0
Kelantan,Kota Bharu,1/1/2022,male,75-79,3
Kelantan,Kota Bharu,1/1/2022,male,75-79,2.7
Kelantan,Kota Bharu,1/1/2022,male,75-79,0
Kelantan,Kota Bharu,1/1/2022,male,75-79,0.2
Kelantan,Kota Bharu,1/1/2022,male,75-79,0
Kelantan,Kota Bharu,1/1/2022,male,75-79,0
Kelantan,Kota Bharu,1/1/2022,male,75-79,0
Kelantan,Kota Bharu,1/1/2022,male,80-84,1.2
Kelantan,Kota Bharu,1/1/2022,male,80-84,1
Kelantan,Kota Bharu,1/1/2022,male,80-84,0
Kelantan,Kota Bharu,1/1/2022,male,80-84,0.1
Kelantan,Kota Bharu,1/1/2022,male,80-84,0
Kelantan,Kota Bharu,1/1/2022,male,80-84,0
Kelantan,Kota Bharu,1/1/2022,male,80-84,0
Kelantan,Kota Bharu,1/1/2022,male,85+,0.7
Kelantan,Kota Bharu,1/1/2022,male,85+,0.6
Kelantan,Kota Bharu,1/1/2022,male,85+,0
Kelantan,Kota Bharu,1/1/2022,male,85+,0
Kelantan,Kota Bharu,1/1/2022,male,85+,0
Kelantan,Kota Bharu,1/1/2022,male,85+,0
Kelantan,Kota Bharu,1/1/2022,male,85+,0
Kelantan,Kuala Krai,1/1/2022,female,0-4,5.1
Kelantan,Kuala Krai,1/1/2022,female,0-4,4.9
Kelantan,Kuala Krai,1/1/2022,female,0-4,0
Kelantan,Kuala Krai,1/1/2022,female,0-4,0.1
Kelantan,Kuala Krai,1/1/2022,female,0-4,0
Kelantan,Kuala Krai,1/1/2022,female,0-4,0
Kelantan,Kuala Krai,1/1/2022,female,0-4,0
Kelantan,Kuala Krai,1/1/2022,female,5-9,4.9
Kelantan,Kuala Krai,1/1/2022,female,5-9,4.7
Kelantan,Kuala Krai,1/1/2022,female,5-9,0
Kelantan,Kuala Krai,1/1/2022,female,5-9,0.1
Kelantan,Kuala Krai,1/1/2022,female,5-9,0
Kelantan,Kuala Krai,1/1/2022,female,5-9,0
Kelantan,Kuala Krai,1/1/2022,female,5-9,0
Kelantan,Kuala Krai,1/1/2022,female,10-14,5.2
Kelantan,Kuala Krai,1/1/2022,female,10-14,4.9
Kelantan,Kuala Krai,1/1/2022,female,10-14,0
Kelantan,Kuala Krai,1/1/2022,female,10-14,0.2
Kelantan,Kuala Krai,1/1/2022,female,10-14,0
Kelantan,Kuala Krai,1/1/2022,female,10-14,0
Kelantan,Kuala Krai,1/1/2022,female,10-14,0
Kelantan,Kuala Krai,1/1/2022,female,15-19,5.7
Kelantan,Kuala Krai,1/1/2022,female,15-19,5.4
Kelantan,Kuala Krai,1/1/2022,female,15-19,0
Kelantan,Kuala Krai,1/1/2022,female,15-19,0.2
Kelantan,Kuala Krai,1/1/2022,female,15-19,0
Kelantan,Kuala Krai,1/1/2022,female,15-19,0
Kelantan,Kuala Krai,1/1/2022,female,15-19,0.1
Kelantan,Kuala Krai,1/1/2022,female,20-24,4.6
Kelantan,Kuala Krai,1/1/2022,female,20-24,4.3
Kelantan,Kuala Krai,1/1/2022,female,20-24,0
Kelantan,Kuala Krai,1/1/2022,female,20-24,0.1
Kelantan,Kuala Krai,1/1/2022,female,20-24,0
Kelantan,Kuala Krai,1/1/2022,female,20-24,0
Kelantan,Kuala Krai,1/1/2022,female,20-24,0.1
Kelantan,Kuala Krai,1/1/2022,female,25-29,3.7
Kelantan,Kuala Krai,1/1/2022,female,25-29,3.5
Kelantan,Kuala Krai,1/1/2022,female,25-29,0
Kelantan,Kuala Krai,1/1/2022,female,25-29,0.1
Kelantan,Kuala Krai,1/1/2022,female,25-29,0
Kelantan,Kuala Krai,1/1/2022,female,25-29,0
Kelantan,Kuala Krai,1/1/2022,female,25-29,0.1
Kelantan,Kuala Krai,1/1/2022,female,30-34,3.4
Kelantan,Kuala Krai,1/1/2022,female,30-34,3.2
Kelantan,Kuala Krai,1/1/2022,female,30-34,0
Kelantan,Kuala Krai,1/1/2022,female,30-34,0.1
Kelantan,Kuala Krai,1/1/2022,female,30-34,0
Kelantan,Kuala Krai,1/1/2022,female,30-34,0
Kelantan,Kuala Krai,1/1/2022,female,30-34,0.1
Kelantan,Kuala Krai,1/1/2022,female,35-39,3.1
Kelantan,Kuala Krai,1/1/2022,female,35-39,2.8
Kelantan,Kuala Krai,1/1/2022,female,35-39,0
Kelantan,Kuala Krai,1/1/2022,female,35-39,0.1
Kelantan,Kuala Krai,1/1/2022,female,35-39,0
Kelantan,Kuala Krai,1/1/2022,female,35-39,0
Kelantan,Kuala Krai,1/1/2022,female,35-39,0.1
Kelantan,Kuala Krai,1/1/2022,female,40-44,2.9
Kelantan,Kuala Krai,1/1/2022,female,40-44,2.6
Kelantan,Kuala Krai,1/1/2022,female,40-44,0
Kelantan,Kuala Krai,1/1/2022,female,40-44,0.1
Kelantan,Kuala Krai,1/1/2022,female,40-44,0
Kelantan,Kuala Krai,1/1/2022,female,40-44,0
Kelantan,Kuala Krai,1/1/2022,female,40-44,0.1
Kelantan,Kuala Krai,1/1/2022,female,45-49,2.7
Kelantan,Kuala Krai,1/1/2022,female,45-49,2.4
Kelantan,Kuala Krai,1/1/2022,female,45-49,0
Kelantan,Kuala Krai,1/1/2022,female,45-49,0.1
Kelantan,Kuala Krai,1/1/2022,female,45-49,0
Kelantan,Kuala Krai,1/1/2022,female,45-49,0
Kelantan,Kuala Krai,1/1/2022,female,45-49,0.1
Kelantan,Kuala Krai,1/1/2022,female,50-54,2.7
Kelantan,Kuala Krai,1/1/2022,female,50-54,2.4
Kelantan,Kuala Krai,1/1/2022,female,50-54,0
Kelantan,Kuala Krai,1/1/2022,female,50-54,0.1
Kelantan,Kuala Krai,1/1/2022,female,50-54,0
Kelantan,Kuala Krai,1/1/2022,female,50-54,0
Kelantan,Kuala Krai,1/1/2022,female,50-54,0.1
Kelantan,Kuala Krai,1/1/2022,female,55-59,2.8
Kelantan,Kuala Krai,1/1/2022,female,55-59,2.5
Kelantan,Kuala Krai,1/1/2022,female,55-59,0
Kelantan,Kuala Krai,1/1/2022,female,55-59,0.1
Kelantan,Kuala Krai,1/1/2022,female,55-59,0
Kelantan,Kuala Krai,1/1/2022,female,55-59,0
Kelantan,Kuala Krai,1/1/2022,female,55-59,0.1
Kelantan,Kuala Krai,1/1/2022,female,60-64,2.5
Kelantan,Kuala Krai,1/1/2022,female,60-64,2.3
Kelantan,Kuala Krai,1/1/2022,female,60-64,0
Kelantan,Kuala Krai,1/1/2022,female,60-64,0.1
Kelantan,Kuala Krai,1/1/2022,female,60-64,0
Kelantan,Kuala Krai,1/1/2022,female,60-64,0
Kelantan,Kuala Krai,1/1/2022,female,60-64,0.1
Kelantan,Kuala Krai,1/1/2022,female,65-69,1.9
Kelantan,Kuala Krai,1/1/2022,female,65-69,1.7
Kelantan,Kuala Krai,1/1/2022,female,65-69,0
Kelantan,Kuala Krai,1/1/2022,female,65-69,0.1
Kelantan,Kuala Krai,1/1/2022,female,65-69,0
Kelantan,Kuala Krai,1/1/2022,female,65-69,0
Kelantan,Kuala Krai,1/1/2022,female,65-69,0
Kelantan,Kuala Krai,1/1/2022,female,70-74,1.1
Kelantan,Kuala Krai,1/1/2022,female,70-74,0.9
Kelantan,Kuala Krai,1/1/2022,female,70-74,0
Kelantan,Kuala Krai,1/1/2022,female,70-74,0.1
Kelantan,Kuala Krai,1/1/2022,female,70-74,0
Kelantan,Kuala Krai,1/1/2022,female,70-74,0
Kelantan,Kuala Krai,1/1/2022,female,70-74,0
Kelantan,Kuala Krai,1/1/2022,female,75-79,0.6
Kelantan,Kuala Krai,1/1/2022,female,75-79,0.5
Kelantan,Kuala Krai,1/1/2022,female,75-79,0
Kelantan,Kuala Krai,1/1/2022,female,75-79,0
Kelantan,Kuala Krai,1/1/2022,female,75-79,0
Kelantan,Kuala Krai,1/1/2022,female,75-79,0
Kelantan,Kuala Krai,1/1/2022,female,75-79,0
Kelantan,Kuala Krai,1/1/2022,female,80-84,0.3
Kelantan,Kuala Krai,1/1/2022,female,80-84,0.3
Kelantan,Kuala Krai,1/1/2022,female,80-84,0
Kelantan,Kuala Krai,1/1/2022,female,80-84,0
Kelantan,Kuala Krai,1/1/2022,female,80-84,0
Kelantan,Kuala Krai,1/1/2022,female,80-84,0
Kelantan,Kuala Krai,1/1/2022,female,80-84,0
Kelantan,Kuala Krai,1/1/2022,female,85+,0.2
Kelantan,Kuala Krai,1/1/2022,female,85+,0.2
Kelantan,Kuala Krai,1/1/2022,female,85+,0
Kelantan,Kuala Krai,1/1/2022,female,85+,0
Kelantan,Kuala Krai,1/1/2022,female,85+,0
Kelantan,Kuala Krai,1/1/2022,female,85+,0
Kelantan,Kuala Krai,1/1/2022,female,85+,0
Kelantan,Kuala Krai,1/1/2022,male,0-4,5.3
Kelantan,Kuala Krai,1/1/2022,male,0-4,5.1
Kelantan,Kuala Krai,1/1/2022,male,0-4,0
Kelantan,Kuala Krai,1/1/2022,male,0-4,0.1
Kelantan,Kuala Krai,1/1/2022,male,0-4,0
Kelantan,Kuala Krai,1/1/2022,male,0-4,0
Kelantan,Kuala Krai,1/1/2022,male,0-4,0.1
Kelantan,Kuala Krai,1/1/2022,male,5-9,4.9
Kelantan,Kuala Krai,1/1/2022,male,5-9,4.7
Kelantan,Kuala Krai,1/1/2022,male,5-9,0
Kelantan,Kuala Krai,1/1/2022,male,5-9,0.1
Kelantan,Kuala Krai,1/1/2022,male,5-9,0
Kelantan,Kuala Krai,1/1/2022,male,5-9,0
Kelantan,Kuala Krai,1/1/2022,male,5-9,0
Kelantan,Kuala Krai,1/1/2022,male,10-14,5.4
Kelantan,Kuala Krai,1/1/2022,male,10-14,5.2
Kelantan,Kuala Krai,1/1/2022,male,10-14,0
Kelantan,Kuala Krai,1/1/2022,male,10-14,0.1
Kelantan,Kuala Krai,1/1/2022,male,10-14,0
Kelantan,Kuala Krai,1/1/2022,male,10-14,0
Kelantan,Kuala Krai,1/1/2022,male,10-14,0
Kelantan,Kuala Krai,1/1/2022,male,15-19,6.1
Kelantan,Kuala Krai,1/1/2022,male,15-19,5.8
Kelantan,Kuala Krai,1/1/2022,male,15-19,0
Kelantan,Kuala Krai,1/1/2022,male,15-19,0.2
Kelantan,Kuala Krai,1/1/2022,male,15-19,0
Kelantan,Kuala Krai,1/1/2022,male,15-19,0
Kelantan,Kuala Krai,1/1/2022,male,15-19,0.1
Kelantan,Kuala Krai,1/1/2022,male,20-24,4.7
Kelantan,Kuala Krai,1/1/2022,male,20-24,4.3
Kelantan,Kuala Krai,1/1/2022,male,20-24,0
Kelantan,Kuala Krai,1/1/2022,male,20-24,0.1
Kelantan,Kuala Krai,1/1/2022,male,20-24,0
Kelantan,Kuala Krai,1/1/2022,male,20-24,0
Kelantan,Kuala Krai,1/1/2022,male,20-24,0.2
Kelantan,Kuala Krai,1/1/2022,male,25-29,4
Kelantan,Kuala Krai,1/1/2022,male,25-29,3.4
Kelantan,Kuala Krai,1/1/2022,male,25-29,0
Kelantan,Kuala Krai,1/1/2022,male,25-29,0.1
Kelantan,Kuala Krai,1/1/2022,male,25-29,0
Kelantan,Kuala Krai,1/1/2022,male,25-29,0
Kelantan,Kuala Krai,1/1/2022,male,25-29,0.4
Kelantan,Kuala Krai,1/1/2022,male,30-34,3.9
Kelantan,Kuala Krai,1/1/2022,male,30-34,3.3
Kelantan,Kuala Krai,1/1/2022,male,30-34,0
Kelantan,Kuala Krai,1/1/2022,male,30-34,0.1
Kelantan,Kuala Krai,1/1/2022,male,30-34,0
Kelantan,Kuala Krai,1/1/2022,male,30-34,0
Kelantan,Kuala Krai,1/1/2022,male,30-34,0.4
Kelantan,Kuala Krai,1/1/2022,male,35-39,3.3
Kelantan,Kuala Krai,1/1/2022,male,35-39,2.9
Kelantan,Kuala Krai,1/1/2022,male,35-39,0
Kelantan,Kuala Krai,1/1/2022,male,35-39,0.1
Kelantan,Kuala Krai,1/1/2022,male,35-39,0
Kelantan,Kuala Krai,1/1/2022,male,35-39,0
Kelantan,Kuala Krai,1/1/2022,male,35-39,0.3
Kelantan,Kuala Krai,1/1/2022,male,40-44,3
Kelantan,Kuala Krai,1/1/2022,male,40-44,2.6
Kelantan,Kuala Krai,1/1/2022,male,40-44,0
Kelantan,Kuala Krai,1/1/2022,male,40-44,0.1
Kelantan,Kuala Krai,1/1/2022,male,40-44,0
Kelantan,Kuala Krai,1/1/2022,male,40-44,0
Kelantan,Kuala Krai,1/1/2022,male,40-44,0.3
Kelantan,Kuala Krai,1/1/2022,male,45-49,2.7
Kelantan,Kuala Krai,1/1/2022,male,45-49,2.4
Kelantan,Kuala Krai,1/1/2022,male,45-49,0
Kelantan,Kuala Krai,1/1/2022,male,45-49,0.1
Kelantan,Kuala Krai,1/1/2022,male,45-49,0
Kelantan,Kuala Krai,1/1/2022,male,45-49,0
Kelantan,Kuala Krai,1/1/2022,male,45-49,0.2
Kelantan,Kuala Krai,1/1/2022,male,50-54,2.4
Kelantan,Kuala Krai,1/1/2022,male,50-54,2.2
Kelantan,Kuala Krai,1/1/2022,male,50-54,0
Kelantan,Kuala Krai,1/1/2022,male,50-54,0.1
Kelantan,Kuala Krai,1/1/2022,male,50-54,0
Kelantan,Kuala Krai,1/1/2022,male,50-54,0
Kelantan,Kuala Krai,1/1/2022,male,50-54,0.1
Kelantan,Kuala Krai,1/1/2022,male,55-59,2.5
Kelantan,Kuala Krai,1/1/2022,male,55-59,2.2
Kelantan,Kuala Krai,1/1/2022,male,55-59,0
Kelantan,Kuala Krai,1/1/2022,male,55-59,0.2
Kelantan,Kuala Krai,1/1/2022,male,55-59,0
Kelantan,Kuala Krai,1/1/2022,male,55-59,0
Kelantan,Kuala Krai,1/1/2022,male,55-59,0.1
Kelantan,Kuala Krai,1/1/2022,male,60-64,2.4
Kelantan,Kuala Krai,1/1/2022,male,60-64,2.1
Kelantan,Kuala Krai,1/1/2022,male,60-64,0
Kelantan,Kuala Krai,1/1/2022,male,60-64,0.1
Kelantan,Kuala Krai,1/1/2022,male,60-64,0
Kelantan,Kuala Krai,1/1/2022,male,60-64,0
Kelantan,Kuala Krai,1/1/2022,male,60-64,0.1
Kelantan,Kuala Krai,1/1/2022,male,65-69,1.6
Kelantan,Kuala Krai,1/1/2022,male,65-69,1.4
Kelantan,Kuala Krai,1/1/2022,male,65-69,0
Kelantan,Kuala Krai,1/1/2022,male,65-69,0.1
Kelantan,Kuala Krai,1/1/2022,male,65-69,0
Kelantan,Kuala Krai,1/1/2022,male,65-69,0
Kelantan,Kuala Krai,1/1/2022,male,65-69,0
Kelantan,Kuala Krai,1/1/2022,male,70-74,1
Kelantan,Kuala Krai,1/1/2022,male,70-74,0.9
Kelantan,Kuala Krai,1/1/2022,male,70-74,0
Kelantan,Kuala Krai,1/1/2022,male,70-74,0.1
Kelantan,Kuala Krai,1/1/2022,male,70-74,0
Kelantan,Kuala Krai,1/1/2022,male,70-74,0
Kelantan,Kuala Krai,1/1/2022,male,70-74,0
Kelantan,Kuala Krai,1/1/2022,male,75-79,0.5
Kelantan,Kuala Krai,1/1/2022,male,75-79,0.4
Kelantan,Kuala Krai,1/1/2022,male,75-79,0
Kelantan,Kuala Krai,1/1/2022,male,75-79,0
Kelantan,Kuala Krai,1/1/2022,male,75-79,0
Kelantan,Kuala Krai,1/1/2022,male,75-79,0
Kelantan,Kuala Krai,1/1/2022,male,75-79,0
Kelantan,Kuala Krai,1/1/2022,male,80-84,0.2
Kelantan,Kuala Krai,1/1/2022,male,80-84,0.2
Kelantan,Kuala Krai,1/1/2022,male,80-84,0
Kelantan,Kuala Krai,1/1/2022,male,80-84,0
Kelantan,Kuala Krai,1/1/2022,male,80-84,0
Kelantan,Kuala Krai,1/1/2022,male,80-84,0
Kelantan,Kuala Krai,1/1/2022,male,80-84,0
Kelantan,Kuala Krai,1/1/2022,male,85+,0.1
Kelantan,Kuala Krai,1/1/2022,male,85+,0.1
Kelantan,Kuala Krai,1/1/2022,male,85+,0
Kelantan,Kuala Krai,1/1/2022,male,85+,0
Kelantan,Kuala Krai,1/1/2022,male,85+,0
Kelantan,Kuala Krai,1/1/2022,male,85+,0
Kelantan,Kuala Krai,1/1/2022,male,85+,0
Kelantan,Machang,1/1/2022,female,0-4,5.6
Kelantan,Machang,1/1/2022,female,0-4,5.5
Kelantan,Machang,1/1/2022,female,0-4,0
Kelantan,Machang,1/1/2022,female,0-4,0.1
Kelantan,Machang,1/1/2022,female,0-4,0
Kelantan,Machang,1/1/2022,female,0-4,0
Kelantan,Machang,1/1/2022,female,0-4,0
Kelantan,Machang,1/1/2022,female,5-9,6.5
Kelantan,Machang,1/1/2022,female,5-9,6.4
Kelantan,Machang,1/1/2022,female,5-9,0
Kelantan,Machang,1/1/2022,female,5-9,0.1
Kelantan,Machang,1/1/2022,female,5-9,0
Kelantan,Machang,1/1/2022,female,5-9,0
Kelantan,Machang,1/1/2022,female,5-9,0
Kelantan,Machang,1/1/2022,female,10-14,5.7
Kelantan,Machang,1/1/2022,female,10-14,5.6
Kelantan,Machang,1/1/2022,female,10-14,0
Kelantan,Machang,1/1/2022,female,10-14,0
Kelantan,Machang,1/1/2022,female,10-14,0
Kelantan,Machang,1/1/2022,female,10-14,0
Kelantan,Machang,1/1/2022,female,10-14,0
Kelantan,Machang,1/1/2022,female,15-19,5.6
Kelantan,Machang,1/1/2022,female,15-19,5.5
Kelantan,Machang,1/1/2022,female,15-19,0
Kelantan,Machang,1/1/2022,female,15-19,0
Kelantan,Machang,1/1/2022,female,15-19,0
Kelantan,Machang,1/1/2022,female,15-19,0
Kelantan,Machang,1/1/2022,female,15-19,0
Kelantan,Machang,1/1/2022,female,20-24,7.5
Kelantan,Machang,1/1/2022,female,20-24,7.4
Kelantan,Machang,1/1/2022,female,20-24,0
Kelantan,Machang,1/1/2022,female,20-24,0.1
Kelantan,Machang,1/1/2022,female,20-24,0
Kelantan,Machang,1/1/2022,female,20-24,0
Kelantan,Machang,1/1/2022,female,20-24,0
Kelantan,Machang,1/1/2022,female,25-29,3.5
Kelantan,Machang,1/1/2022,female,25-29,3.4
Kelantan,Machang,1/1/2022,female,25-29,0
Kelantan,Machang,1/1/2022,female,25-29,0.1
Kelantan,Machang,1/1/2022,female,25-29,0
Kelantan,Machang,1/1/2022,female,25-29,0
Kelantan,Machang,1/1/2022,female,25-29,0
Kelantan,Machang,1/1/2022,female,30-34,3
Kelantan,Machang,1/1/2022,female,30-34,2.9
Kelantan,Machang,1/1/2022,female,30-34,0
Kelantan,Machang,1/1/2022,female,30-34,0.1
Kelantan,Machang,1/1/2022,female,30-34,0
Kelantan,Machang,1/1/2022,female,30-34,0
Kelantan,Machang,1/1/2022,female,30-34,0
Kelantan,Machang,1/1/2022,female,35-39,2.7
Kelantan,Machang,1/1/2022,female,35-39,2.6
Kelantan,Machang,1/1/2022,female,35-39,0
Kelantan,Machang,1/1/2022,female,35-39,0
Kelantan,Machang,1/1/2022,female,35-39,0
Kelantan,Machang,1/1/2022,female,35-39,0
Kelantan,Machang,1/1/2022,female,35-39,0
Kelantan,Machang,1/1/2022,female,40-44,2.6
Kelantan,Machang,1/1/2022,female,40-44,2.5
Kelantan,Machang,1/1/2022,female,40-44,0
Kelantan,Machang,1/1/2022,female,40-44,0
Kelantan,Machang,1/1/2022,female,40-44,0
Kelantan,Machang,1/1/2022,female,40-44,0
Kelantan,Machang,1/1/2022,female,40-44,0.1
Kelantan,Machang,1/1/2022,female,45-49,2.5
Kelantan,Machang,1/1/2022,female,45-49,2.4
Kelantan,Machang,1/1/2022,female,45-49,0
Kelantan,Machang,1/1/2022,female,45-49,0
Kelantan,Machang,1/1/2022,female,45-49,0
Kelantan,Machang,1/1/2022,female,45-49,0
Kelantan,Machang,1/1/2022,female,45-49,0
Kelantan,Machang,1/1/2022,female,50-54,2.8
Kelantan,Machang,1/1/2022,female,50-54,2.6
Kelantan,Machang,1/1/2022,female,50-54,0
Kelantan,Machang,1/1/2022,female,50-54,0.1
Kelantan,Machang,1/1/2022,female,50-54,0
Kelantan,Machang,1/1/2022,female,50-54,0
Kelantan,Machang,1/1/2022,female,50-54,0.1
Kelantan,Machang,1/1/2022,female,55-59,2.5
Kelantan,Machang,1/1/2022,female,55-59,2.4
Kelantan,Machang,1/1/2022,female,55-59,0
Kelantan,Machang,1/1/2022,female,55-59,0.1
Kelantan,Machang,1/1/2022,female,55-59,0
Kelantan,Machang,1/1/2022,female,55-59,0
Kelantan,Machang,1/1/2022,female,55-59,0
Kelantan,Machang,1/1/2022,female,60-64,2.4
Kelantan,Machang,1/1/2022,female,60-64,2.3
Kelantan,Machang,1/1/2022,female,60-64,0
Kelantan,Machang,1/1/2022,female,60-64,0.1
Kelantan,Machang,1/1/2022,female,60-64,0
Kelantan,Machang,1/1/2022,female,60-64,0
Kelantan,Machang,1/1/2022,female,60-64,0
Kelantan,Machang,1/1/2022,female,65-69,1.7
Kelantan,Machang,1/1/2022,female,65-69,1.7
Kelantan,Machang,1/1/2022,female,65-69,0
Kelantan,Machang,1/1/2022,female,65-69,0.1
Kelantan,Machang,1/1/2022,female,65-69,0
Kelantan,Machang,1/1/2022,female,65-69,0
Kelantan,Machang,1/1/2022,female,65-69,0
Kelantan,Machang,1/1/2022,female,70-74,1.4
Kelantan,Machang,1/1/2022,female,70-74,1.3
Kelantan,Machang,1/1/2022,female,70-74,0
Kelantan,Machang,1/1/2022,female,70-74,0
Kelantan,Machang,1/1/2022,female,70-74,0
Kelantan,Machang,1/1/2022,female,70-74,0
Kelantan,Machang,1/1/2022,female,70-74,0
Kelantan,Machang,1/1/2022,female,75-79,0.8
Kelantan,Machang,1/1/2022,female,75-79,0.7
Kelantan,Machang,1/1/2022,female,75-79,0
Kelantan,Machang,1/1/2022,female,75-79,0
Kelantan,Machang,1/1/2022,female,75-79,0
Kelantan,Machang,1/1/2022,female,75-79,0
Kelantan,Machang,1/1/2022,female,75-79,0
Kelantan,Machang,1/1/2022,female,80-84,0.4
Kelantan,Machang,1/1/2022,female,80-84,0.4
Kelantan,Machang,1/1/2022,female,80-84,0
Kelantan,Machang,1/1/2022,female,80-84,0
Kelantan,Machang,1/1/2022,female,80-84,0
Kelantan,Machang,1/1/2022,female,80-84,0
Kelantan,Machang,1/1/2022,female,80-84,0
Kelantan,Machang,1/1/2022,female,85+,0.2
Kelantan,Machang,1/1/2022,female,85+,0.2
Kelantan,Machang,1/1/2022,female,85+,0
Kelantan,Machang,1/1/2022,female,85+,0
Kelantan,Machang,1/1/2022,female,85+,0
Kelantan,Machang,1/1/2022,female,85+,0
Kelantan,Machang,1/1/2022,female,85+,0
Kelantan,Machang,1/1/2022,male,0-4,5.5
Kelantan,Machang,1/1/2022,male,0-4,5.5
Kelantan,Machang,1/1/2022,male,0-4,0
Kelantan,Machang,1/1/2022,male,0-4,0.1
Kelantan,Machang,1/1/2022,male,0-4,0
Kelantan,Machang,1/1/2022,male,0-4,0
Kelantan,Machang,1/1/2022,male,0-4,0
Kelantan,Machang,1/1/2022,male,5-9,6.2
Kelantan,Machang,1/1/2022,male,5-9,6.1
Kelantan,Machang,1/1/2022,male,5-9,0
Kelantan,Machang,1/1/2022,male,5-9,0.1
Kelantan,Machang,1/1/2022,male,5-9,0
Kelantan,Machang,1/1/2022,male,5-9,0
Kelantan,Machang,1/1/2022,male,5-9,0
Kelantan,Machang,1/1/2022,male,10-14,6.3
Kelantan,Machang,1/1/2022,male,10-14,6.2
Kelantan,Machang,1/1/2022,male,10-14,0
Kelantan,Machang,1/1/2022,male,10-14,0.1
Kelantan,Machang,1/1/2022,male,10-14,0
Kelantan,Machang,1/1/2022,male,10-14,0
Kelantan,Machang,1/1/2022,male,10-14,0
Kelantan,Machang,1/1/2022,male,15-19,6.4
Kelantan,Machang,1/1/2022,male,15-19,6.3
Kelantan,Machang,1/1/2022,male,15-19,0
Kelantan,Machang,1/1/2022,male,15-19,0.1
