state,district,date,sex,age,population
Perak,Kampar,1/1/2022,female,10-14,1.2
Perak,Kampar,1/1/2022,female,10-14,0.4
Perak,Kampar,1/1/2022,female,10-14,0
Perak,Kampar,1/1/2022,female,10-14,0
Perak,Kampar,1/1/2022,female,15-19,3.2
Perak,Kampar,1/1/2022,female,15-19,1.3
Perak,Kampar,1/1/2022,female,15-19,0.2
Perak,Kampar,1/1/2022,female,15-19,1.3
Perak,Kampar,1/1/2022,female,15-19,0.4
Perak,Kampar,1/1/2022,female,15-19,0
Perak,Kampar,1/1/2022,female,15-19,0
Perak,Kampar,1/1/2022,female,20-24,7.3
Perak,Kampar,1/1/2022,female,20-24,1.8
Perak,Kampar,1/1/2022,female,20-24,0.2
Perak,Kampar,1/1/2022,female,20-24,4.5
Perak,Kampar,1/1/2022,female,20-24,0.6
Perak,Kampar,1/1/2022,female,20-24,0
Perak,Kampar,1/1/2022,female,20-24,0.1
Perak,Kampar,1/1/2022,female,25-29,3.3
Perak,Kampar,1/1/2022,female,25-29,1.1
Perak,Kampar,1/1/2022,female,25-29,0.2
Perak,Kampar,1/1/2022,female,25-29,1.5
Perak,Kampar,1/1/2022,female,25-29,0.5
Perak,Kampar,1/1/2022,female,25-29,0
Perak,Kampar,1/1/2022,female,25-29,0
Perak,Kampar,1/1/2022,female,30-34,2.7
Perak,Kampar,1/1/2022,female,30-34,1.2
Perak,Kampar,1/1/2022,female,30-34,0.2
Perak,Kampar,1/1/2022,female,30-34,0.9
Perak,Kampar,1/1/2022,female,30-34,0.3
Perak,Kampar,1/1/2022,female,30-34,0
Perak,Kampar,1/1/2022,female,30-34,0.1
Perak,Kampar,1/1/2022,female,35-39,3.1
Perak,Kampar,1/1/2022,female,35-39,1.2
Perak,Kampar,1/1/2022,female,35-39,0.2
Perak,Kampar,1/1/2022,female,35-39,1.2
Perak,Kampar,1/1/2022,female,35-39,0.4
Perak,Kampar,1/1/2022,female,35-39,0
Perak,Kampar,1/1/2022,female,35-39,0.1
Perak,Kampar,1/1/2022,female,40-44,2.8
Perak,Kampar,1/1/2022,female,40-44,1.1
Perak,Kampar,1/1/2022,female,40-44,0.1
Perak,Kampar,1/1/2022,female,40-44,1.1
Perak,Kampar,1/1/2022,female,40-44,0.3
Perak,Kampar,1/1/2022,female,40-44,0
Perak,Kampar,1/1/2022,female,40-44,0.1
Perak,Kampar,1/1/2022,female,45-49,2.5
Perak,Kampar,1/1/2022,female,45-49,0.9
Perak,Kampar,1/1/2022,female,45-49,0.1
Perak,Kampar,1/1/2022,female,45-49,1.1
Perak,Kampar,1/1/2022,female,45-49,0.3
Perak,Kampar,1/1/2022,female,45-49,0
Perak,Kampar,1/1/2022,female,45-49,0.1
Perak,Kampar,1/1/2022,female,50-54,2.4
Perak,Kampar,1/1/2022,female,50-54,0.8
Perak,Kampar,1/1/2022,female,50-54,0.1
Perak,Kampar,1/1/2022,female,50-54,1.2
Perak,Kampar,1/1/2022,female,50-54,0.3
Perak,Kampar,1/1/2022,female,50-54,0
Perak,Kampar,1/1/2022,female,50-54,0
Perak,Kampar,1/1/2022,female,55-59,2.9
Perak,Kampar,1/1/2022,female,55-59,0.9
Perak,Kampar,1/1/2022,female,55-59,0.1
Perak,Kampar,1/1/2022,female,55-59,1.6
Perak,Kampar,1/1/2022,female,55-59,0.4
Perak,Kampar,1/1/2022,female,55-59,0
Perak,Kampar,1/1/2022,female,55-59,0
Perak,Kampar,1/1/2022,female,60-64,3
Perak,Kampar,1/1/2022,female,60-64,1
Perak,Kampar,1/1/2022,female,60-64,0.1
Perak,Kampar,1/1/2022,female,60-64,1.6
Perak,Kampar,1/1/2022,female,60-64,0.4
Perak,Kampar,1/1/2022,female,60-64,0
Perak,Kampar,1/1/2022,female,60-64,0
Perak,Kampar,1/1/2022,female,65-69,2.2
Perak,Kampar,1/1/2022,female,65-69,0.7
Perak,Kampar,1/1/2022,female,65-69,0
Perak,Kampar,1/1/2022,female,65-69,1.2
Perak,Kampar,1/1/2022,female,65-69,0.2
Perak,Kampar,1/1/2022,female,65-69,0
Perak,Kampar,1/1/2022,female,65-69,0
Perak,Kampar,1/1/2022,female,70-74,1.8
Perak,Kampar,1/1/2022,female,70-74,0.5
Perak,Kampar,1/1/2022,female,70-74,0
Perak,Kampar,1/1/2022,female,70-74,1.1
Perak,Kampar,1/1/2022,female,70-74,0.1
Perak,Kampar,1/1/2022,female,70-74,0
Perak,Kampar,1/1/2022,female,70-74,0
Perak,Kampar,1/1/2022,female,75-79,1
Perak,Kampar,1/1/2022,female,75-79,0.2
Perak,Kampar,1/1/2022,female,75-79,0
Perak,Kampar,1/1/2022,female,75-79,0.7
Perak,Kampar,1/1/2022,female,75-79,0.1
Perak,Kampar,1/1/2022,female,75-79,0
Perak,Kampar,1/1/2022,female,75-79,0
Perak,Kampar,1/1/2022,female,80-84,0.6
Perak,Kampar,1/1/2022,female,80-84,0.1
Perak,Kampar,1/1/2022,female,80-84,0
Perak,Kampar,1/1/2022,female,80-84,0.4
Perak,Kampar,1/1/2022,female,80-84,0.1
Perak,Kampar,1/1/2022,female,80-84,0
Perak,Kampar,1/1/2022,female,80-84,0
Perak,Kampar,1/1/2022,female,85+,0.4
Perak,Kampar,1/1/2022,female,85+,0.1
Perak,Kampar,1/1/2022,female,85+,0
Perak,Kampar,1/1/2022,female,85+,0.3
Perak,Kampar,1/1/2022,female,85+,0
Perak,Kampar,1/1/2022,female,85+,0
Perak,Kampar,1/1/2022,female,85+,0
Perak,Kampar,1/1/2022,male,0-4,2.3
Perak,Kampar,1/1/2022,male,0-4,1.3
Perak,Kampar,1/1/2022,male,0-4,0.2
Perak,Kampar,1/1/2022,male,0-4,0.6
Perak,Kampar,1/1/2022,male,0-4,0.2
Perak,Kampar,1/1/2022,male,0-4,0
Perak,Kampar,1/1/2022,male,0-4,0
Perak,Kampar,1/1/2022,male,5-9,3.4
Perak,Kampar,1/1/2022,male,5-9,1.6
Perak,Kampar,1/1/2022,male,5-9,0.2
Perak,Kampar,1/1/2022,male,5-9,1.3
Perak,Kampar,1/1/2022,male,5-9,0.3
Perak,Kampar,1/1/2022,male,5-9,0
Perak,Kampar,1/1/2022,male,5-9,0
Perak,Kampar,1/1/2022,male,10-14,4
Perak,Kampar,1/1/2022,male,10-14,1.7
Perak,Kampar,1/1/2022,male,10-14,0.3
Perak,Kampar,1/1/2022,male,10-14,1.6
Perak,Kampar,1/1/2022,male,10-14,0.4
Perak,Kampar,1/1/2022,male,10-14,0
Perak,Kampar,1/1/2022,male,10-14,0
Perak,Kampar,1/1/2022,male,15-19,3.7
Perak,Kampar,1/1/2022,male,15-19,1.4
Perak,Kampar,1/1/2022,male,15-19,0.2
Perak,Kampar,1/1/2022,male,15-19,1.7
Perak,Kampar,1/1/2022,male,15-19,0.4
Perak,Kampar,1/1/2022,male,15-19,0
Perak,Kampar,1/1/2022,male,15-19,0
Perak,Kampar,1/1/2022,male,20-24,7.4
Perak,Kampar,1/1/2022,male,20-24,1.7
Perak,Kampar,1/1/2022,male,20-24,0.2
Perak,Kampar,1/1/2022,male,20-24,4.6
Perak,Kampar,1/1/2022,male,20-24,0.5
Perak,Kampar,1/1/2022,male,20-24,0
Perak,Kampar,1/1/2022,male,20-24,0.4
Perak,Kampar,1/1/2022,male,25-29,3.9
Perak,Kampar,1/1/2022,male,25-29,1.1
Perak,Kampar,1/1/2022,male,25-29,0.2
Perak,Kampar,1/1/2022,male,25-29,1.6
Perak,Kampar,1/1/2022,male,25-29,0.4
Perak,Kampar,1/1/2022,male,25-29,0
Perak,Kampar,1/1/2022,male,25-29,0.6
Perak,Kampar,1/1/2022,male,30-34,3.1
Perak,Kampar,1/1/2022,male,30-34,1.2
Perak,Kampar,1/1/2022,male,30-34,0.2
Perak,Kampar,1/1/2022,male,30-34,0.9
Perak,Kampar,1/1/2022,male,30-34,0.3
Perak,Kampar,1/1/2022,male,30-34,0
Perak,Kampar,1/1/2022,male,30-34,0.5
Perak,Kampar,1/1/2022,male,35-39,3.4
Perak,Kampar,1/1/2022,male,35-39,1.3
Perak,Kampar,1/1/2022,male,35-39,0.2
Perak,Kampar,1/1/2022,male,35-39,1.1
Perak,Kampar,1/1/2022,male,35-39,0.3
Perak,Kampar,1/1/2022,male,35-39,0
Perak,Kampar,1/1/2022,male,35-39,0.5
Perak,Kampar,1/1/2022,male,40-44,3
Perak,Kampar,1/1/2022,male,40-44,1.1
Perak,Kampar,1/1/2022,male,40-44,0.1
Perak,Kampar,1/1/2022,male,40-44,1.1
Perak,Kampar,1/1/2022,male,40-44,0.3
Perak,Kampar,1/1/2022,male,40-44,0
Perak,Kampar,1/1/2022,male,40-44,0.4
Perak,Kampar,1/1/2022,male,45-49,2.4
Perak,Kampar,1/1/2022,male,45-49,0.8
Perak,Kampar,1/1/2022,male,45-49,0.1
Perak,Kampar,1/1/2022,male,45-49,1.1
Perak,Kampar,1/1/2022,male,45-49,0.3
Perak,Kampar,1/1/2022,male,45-49,0
Perak,Kampar,1/1/2022,male,45-49,0.2
Perak,Kampar,1/1/2022,male,50-54,2.3
Perak,Kampar,1/1/2022,male,50-54,0.7
Perak,Kampar,1/1/2022,male,50-54,0.1
Perak,Kampar,1/1/2022,male,50-54,1.2
Perak,Kampar,1/1/2022,male,50-54,0.3
Perak,Kampar,1/1/2022,male,50-54,0
Perak,Kampar,1/1/2022,male,50-54,0.1
Perak,Kampar,1/1/2022,male,55-59,2.6
Perak,Kampar,1/1/2022,male,55-59,0.8
Perak,Kampar,1/1/2022,male,55-59,0.1
Perak,Kampar,1/1/2022,male,55-59,1.4
Perak,Kampar,1/1/2022,male,55-59,0.3
Perak,Kampar,1/1/2022,male,55-59,0
Perak,Kampar,1/1/2022,male,55-59,0
Perak,Kampar,1/1/2022,male,60-64,3.1
Perak,Kampar,1/1/2022,male,60-64,0.9
Perak,Kampar,1/1/2022,male,60-64,0.1
Perak,Kampar,1/1/2022,male,60-64,1.8
Perak,Kampar,1/1/2022,male,60-64,0.3
Perak,Kampar,1/1/2022,male,60-64,0
Perak,Kampar,1/1/2022,male,60-64,0
Perak,Kampar,1/1/2022,male,65-69,2.1
Perak,Kampar,1/1/2022,male,65-69,0.6
Perak,Kampar,1/1/2022,male,65-69,0
Perak,Kampar,1/1/2022,male,65-69,1.2
Perak,Kampar,1/1/2022,male,65-69,0.2
Perak,Kampar,1/1/2022,male,65-69,0
Perak,Kampar,1/1/2022,male,65-69,0
Perak,Kampar,1/1/2022,male,70-74,1.6
Perak,Kampar,1/1/2022,male,70-74,0.4
Perak,Kampar,1/1/2022,male,70-74,0
Perak,Kampar,1/1/2022,male,70-74,1.1
Perak,Kampar,1/1/2022,male,70-74,0.1
Perak,Kampar,1/1/2022,male,70-74,0
Perak,Kampar,1/1/2022,male,70-74,0
Perak,Kampar,1/1/2022,male,75-79,0.8
Perak,Kampar,1/1/2022,male,75-79,0.2
Perak,Kampar,1/1/2022,male,75-79,0
Perak,Kampar,1/1/2022,male,75-79,0.6
Perak,Kampar,1/1/2022,male,75-79,0.1
Perak,Kampar,1/1/2022,male,75-79,0
Perak,Kampar,1/1/2022,male,75-79,0
Perak,Kampar,1/1/2022,male,80-84,0.6
Perak,Kampar,1/1/2022,male,80-84,0.1
Perak,Kampar,1/1/2022,male,80-84,0
Perak,Kampar,1/1/2022,male,80-84,0.5
Perak,Kampar,1/1/2022,male,80-84,0
Perak,Kampar,1/1/2022,male,80-84,0
Perak,Kampar,1/1/2022,male,80-84,0
Perak,Kampar,1/1/2022,male,85+,0.2
Perak,Kampar,1/1/2022,male,85+,0
Perak,Kampar,1/1/2022,male,85+,0
Perak,Kampar,1/1/2022,male,85+,0.2
Perak,Kampar,1/1/2022,male,85+,0
Perak,Kampar,1/1/2022,male,85+,0
Perak,Kampar,1/1/2022,male,85+,0
Perak,Kerian,1/1/2022,female,0-4,5
Perak,Kerian,1/1/2022,female,0-4,4.3
Perak,Kerian,1/1/2022,female,0-4,0
Perak,Kerian,1/1/2022,female,0-4,0.4
Perak,Kerian,1/1/2022,female,0-4,0.2
Perak,Kerian,1/1/2022,female,0-4,0
Perak,Kerian,1/1/2022,female,0-4,0.1
Perak,Kerian,1/1/2022,female,5-9,6.1
Perak,Kerian,1/1/2022,female,5-9,4.9
Perak,Kerian,1/1/2022,female,5-9,0
Perak,Kerian,1/1/2022,female,5-9,0.8
Perak,Kerian,1/1/2022,female,5-9,0.3
Perak,Kerian,1/1/2022,female,5-9,0
Perak,Kerian,1/1/2022,female,5-9,0
Perak,Kerian,1/1/2022,female,10-14,6.7
Perak,Kerian,1/1/2022,female,10-14,5.5
Perak,Kerian,1/1/2022,female,10-14,0
Perak,Kerian,1/1/2022,female,10-14,0.8
Perak,Kerian,1/1/2022,female,10-14,0.4
Perak,Kerian,1/1/2022,female,10-14,0
Perak,Kerian,1/1/2022,female,10-14,0
Perak,Kerian,1/1/2022,female,15-19,7.6
Perak,Kerian,1/1/2022,female,15-19,6.1
Perak,Kerian,1/1/2022,female,15-19,0
Perak,Kerian,1/1/2022,female,15-19,1
Perak,Kerian,1/1/2022,female,15-19,0.4
Perak,Kerian,1/1/2022,female,15-19,0
Perak,Kerian,1/1/2022,female,15-19,0
Perak,Kerian,1/1/2022,female,20-24,7.1
Perak,Kerian,1/1/2022,female,20-24,5.5
Perak,Kerian,1/1/2022,female,20-24,0
Perak,Kerian,1/1/2022,female,20-24,1
Perak,Kerian,1/1/2022,female,20-24,0.5
Perak,Kerian,1/1/2022,female,20-24,0
Perak,Kerian,1/1/2022,female,20-24,0.1
Perak,Kerian,1/1/2022,female,25-29,5.8
Perak,Kerian,1/1/2022,female,25-29,4.5
Perak,Kerian,1/1/2022,female,25-29,0
Perak,Kerian,1/1/2022,female,25-29,0.7
Perak,Kerian,1/1/2022,female,25-29,0.4
Perak,Kerian,1/1/2022,female,25-29,0
Perak,Kerian,1/1/2022,female,25-29,0.1
Perak,Kerian,1/1/2022,female,30-34,5.1
Perak,Kerian,1/1/2022,female,30-34,3.8
Perak,Kerian,1/1/2022,female,30-34,0
Perak,Kerian,1/1/2022,female,30-34,0.7
Perak,Kerian,1/1/2022,female,30-34,0.4
Perak,Kerian,1/1/2022,female,30-34,0
Perak,Kerian,1/1/2022,female,30-34,0.2
Perak,Kerian,1/1/2022,female,35-39,5.4
Perak,Kerian,1/1/2022,female,35-39,4.1
Perak,Kerian,1/1/2022,female,35-39,0
Perak,Kerian,1/1/2022,female,35-39,0.7
Perak,Kerian,1/1/2022,female,35-39,0.4
Perak,Kerian,1/1/2022,female,35-39,0
Perak,Kerian,1/1/2022,female,35-39,0.1
Perak,Kerian,1/1/2022,female,40-44,5
Perak,Kerian,1/1/2022,female,40-44,3.7
Perak,Kerian,1/1/2022,female,40-44,0
Perak,Kerian,1/1/2022,female,40-44,0.7
Perak,Kerian,1/1/2022,female,40-44,0.4
Perak,Kerian,1/1/2022,female,40-44,0
Perak,Kerian,1/1/2022,female,40-44,0.1
Perak,Kerian,1/1/2022,female,45-49,4.8
Perak,Kerian,1/1/2022,female,45-49,3.7
Perak,Kerian,1/1/2022,female,45-49,0
Perak,Kerian,1/1/2022,female,45-49,0.7
Perak,Kerian,1/1/2022,female,45-49,0.3
Perak,Kerian,1/1/2022,female,45-49,0
Perak,Kerian,1/1/2022,female,45-49,0.1
Perak,Kerian,1/1/2022,female,50-54,5.1
Perak,Kerian,1/1/2022,female,50-54,3.8
Perak,Kerian,1/1/2022,female,50-54,0
Perak,Kerian,1/1/2022,female,50-54,0.9
Perak,Kerian,1/1/2022,female,50-54,0.3
Perak,Kerian,1/1/2022,female,50-54,0
Perak,Kerian,1/1/2022,female,50-54,0
Perak,Kerian,1/1/2022,female,55-59,4.8
Perak,Kerian,1/1/2022,female,55-59,3.5
Perak,Kerian,1/1/2022,female,55-59,0
Perak,Kerian,1/1/2022,female,55-59,0.9
Perak,Kerian,1/1/2022,female,55-59,0.3
Perak,Kerian,1/1/2022,female,55-59,0
Perak,Kerian,1/1/2022,female,55-59,0
Perak,Kerian,1/1/2022,female,60-64,4.3
Perak,Kerian,1/1/2022,female,60-64,3.2
Perak,Kerian,1/1/2022,female,60-64,0
Perak,Kerian,1/1/2022,female,60-64,0.8
Perak,Kerian,1/1/2022,female,60-64,0.3
Perak,Kerian,1/1/2022,female,60-64,0
Perak,Kerian,1/1/2022,female,60-64,0
Perak,Kerian,1/1/2022,female,65-69,3.3
Perak,Kerian,1/1/2022,female,65-69,2.4
Perak,Kerian,1/1/2022,female,65-69,0
Perak,Kerian,1/1/2022,female,65-69,0.6
Perak,Kerian,1/1/2022,female,65-69,0.2
Perak,Kerian,1/1/2022,female,65-69,0
Perak,Kerian,1/1/2022,female,65-69,0
Perak,Kerian,1/1/2022,female,70-74,2.6
Perak,Kerian,1/1/2022,female,70-74,1.9
Perak,Kerian,1/1/2022,female,70-74,0
Perak,Kerian,1/1/2022,female,70-74,0.5
Perak,Kerian,1/1/2022,female,70-74,0.2
Perak,Kerian,1/1/2022,female,70-74,0
Perak,Kerian,1/1/2022,female,70-74,0
Perak,Kerian,1/1/2022,female,75-79,1.6
Perak,Kerian,1/1/2022,female,75-79,1.2
Perak,Kerian,1/1/2022,female,75-79,0
Perak,Kerian,1/1/2022,female,75-79,0.3
Perak,Kerian,1/1/2022,female,75-79,0.1
Perak,Kerian,1/1/2022,female,75-79,0
Perak,Kerian,1/1/2022,female,75-79,0
Perak,Kerian,1/1/2022,female,80-84,0.8
Perak,Kerian,1/1/2022,female,80-84,0.6
Perak,Kerian,1/1/2022,female,80-84,0
Perak,Kerian,1/1/2022,female,80-84,0.2
Perak,Kerian,1/1/2022,female,80-84,0
Perak,Kerian,1/1/2022,female,80-84,0
Perak,Kerian,1/1/2022,female,80-84,0
Perak,Kerian,1/1/2022,female,85+,0.4
Perak,Kerian,1/1/2022,female,85+,0.3
Perak,Kerian,1/1/2022,female,85+,0
Perak,Kerian,1/1/2022,female,85+,0.1
Perak,Kerian,1/1/2022,female,85+,0
Perak,Kerian,1/1/2022,female,85+,0
Perak,Kerian,1/1/2022,female,85+,0
Perak,Kerian,1/1/2022,male,0-4,5.3
Perak,Kerian,1/1/2022,male,0-4,4.5
Perak,Kerian,1/1/2022,male,0-4,0
Perak,Kerian,1/1/2022,male,0-4,0.5
Perak,Kerian,1/1/2022,male,0-4,0.2
Perak,Kerian,1/1/2022,male,0-4,0
Perak,Kerian,1/1/2022,male,0-4,0
Perak,Kerian,1/1/2022,male,5-9,6.7
Perak,Kerian,1/1/2022,male,5-9,5.4
Perak,Kerian,1/1/2022,male,5-9,0
Perak,Kerian,1/1/2022,male,5-9,0.9
Perak,Kerian,1/1/2022,male,5-9,0.3
Perak,Kerian,1/1/2022,male,5-9,0
Perak,Kerian,1/1/2022,male,5-9,0.1
Perak,Kerian,1/1/2022,male,10-14,7.3
Perak,Kerian,1/1/2022,male,10-14,5.9
Perak,Kerian,1/1/2022,male,10-14,0
Perak,Kerian,1/1/2022,male,10-14,1
Perak,Kerian,1/1/2022,male,10-14,0.4
Perak,Kerian,1/1/2022,male,10-14,0
Perak,Kerian,1/1/2022,male,10-14,0
Perak,Kerian,1/1/2022,male,15-19,8.5
Perak,Kerian,1/1/2022,male,15-19,6.8
Perak,Kerian,1/1/2022,male,15-19,0
Perak,Kerian,1/1/2022,male,15-19,1.1
Perak,Kerian,1/1/2022,male,15-19,0.4
Perak,Kerian,1/1/2022,male,15-19,0
Perak,Kerian,1/1/2022,male,15-19,0
Perak,Kerian,1/1/2022,male,20-24,8
Perak,Kerian,1/1/2022,male,20-24,5.9
Perak,Kerian,1/1/2022,male,20-24,0
Perak,Kerian,1/1/2022,male,20-24,1
Perak,Kerian,1/1/2022,male,20-24,0.5
Perak,Kerian,1/1/2022,male,20-24,0
Perak,Kerian,1/1/2022,male,20-24,0.5
Perak,Kerian,1/1/2022,male,25-29,7.2
Perak,Kerian,1/1/2022,male,25-29,5
Perak,Kerian,1/1/2022,male,25-29,0
Perak,Kerian,1/1/2022,male,25-29,0.8
Perak,Kerian,1/1/2022,male,25-29,0.4
Perak,Kerian,1/1/2022,male,25-29,0
Perak,Kerian,1/1/2022,male,25-29,0.9
Perak,Kerian,1/1/2022,male,30-34,6.4
Perak,Kerian,1/1/2022,male,30-34,4.2
Perak,Kerian,1/1/2022,male,30-34,0
Perak,Kerian,1/1/2022,male,30-34,0.8
Perak,Kerian,1/1/2022,male,30-34,0.4
Perak,Kerian,1/1/2022,male,30-34,0
Perak,Kerian,1/1/2022,male,30-34,1
Perak,Kerian,1/1/2022,male,35-39,6.1
Perak,Kerian,1/1/2022,male,35-39,4
Perak,Kerian,1/1/2022,male,35-39,0
Perak,Kerian,1/1/2022,male,35-39,0.8
Perak,Kerian,1/1/2022,male,35-39,0.4
Perak,Kerian,1/1/2022,male,35-39,0
Perak,Kerian,1/1/2022,male,35-39,0.9
Perak,Kerian,1/1/2022,male,40-44,5.5
Perak,Kerian,1/1/2022,male,40-44,3.8
Perak,Kerian,1/1/2022,male,40-44,0
Perak,Kerian,1/1/2022,male,40-44,0.8
Perak,Kerian,1/1/2022,male,40-44,0.3
Perak,Kerian,1/1/2022,male,40-44,0
Perak,Kerian,1/1/2022,male,40-44,0.5
Perak,Kerian,1/1/2022,male,45-49,4.6
Perak,Kerian,1/1/2022,male,45-49,3.3
Perak,Kerian,1/1/2022,male,45-49,0
Perak,Kerian,1/1/2022,male,45-49,0.7
Perak,Kerian,1/1/2022,male,45-49,0.3
Perak,Kerian,1/1/2022,male,45-49,0
Perak,Kerian,1/1/2022,male,45-49,0.2
Perak,Kerian,1/1/2022,male,50-54,5
Perak,Kerian,1/1/2022,male,50-54,3.7
Perak,Kerian,1/1/2022,male,50-54,0
Perak,Kerian,1/1/2022,male,50-54,0.9
Perak,Kerian,1/1/2022,male,50-54,0.3
Perak,Kerian,1/1/2022,male,50-54,0
Perak,Kerian,1/1/2022,male,50-54,0.1
Perak,Kerian,1/1/2022,male,55-59,4.5
Perak,Kerian,1/1/2022,male,55-59,3.2
Perak,Kerian,1/1/2022,male,55-59,0
Perak,Kerian,1/1/2022,male,55-59,0.9
Perak,Kerian,1/1/2022,male,55-59,0.3
Perak,Kerian,1/1/2022,male,55-59,0
Perak,Kerian,1/1/2022,male,55-59,0
Perak,Kerian,1/1/2022,male,60-64,4.1
Perak,Kerian,1/1/2022,male,60-64,2.9
Perak,Kerian,1/1/2022,male,60-64,0
Perak,Kerian,1/1/2022,male,60-64,0.9
Perak,Kerian,1/1/2022,male,60-64,0.3
Perak,Kerian,1/1/2022,male,60-64,0
Perak,Kerian,1/1/2022,male,60-64,0
Perak,Kerian,1/1/2022,male,65-69,2.8
Perak,Kerian,1/1/2022,male,65-69,1.9
Perak,Kerian,1/1/2022,male,65-69,0
Perak,Kerian,1/1/2022,male,65-69,0.7
Perak,Kerian,1/1/2022,male,65-69,0.2
Perak,Kerian,1/1/2022,male,65-69,0
Perak,Kerian,1/1/2022,male,65-69,0
Perak,Kerian,1/1/2022,male,70-74,2.1
Perak,Kerian,1/1/2022,male,70-74,1.4
Perak,Kerian,1/1/2022,male,70-74,0
Perak,Kerian,1/1/2022,male,70-74,0.6
Perak,Kerian,1/1/2022,male,70-74,0.1
Perak,Kerian,1/1/2022,male,70-74,0
Perak,Kerian,1/1/2022,male,70-74,0
Perak,Kerian,1/1/2022,male,75-79,1.1
Perak,Kerian,1/1/2022,male,75-79,0.7
Perak,Kerian,1/1/2022,male,75-79,0
Perak,Kerian,1/1/2022,male,75-79,0.3
Perak,Kerian,1/1/2022,male,75-79,0.1
Perak,Kerian,1/1/2022,male,75-79,0
Perak,Kerian,1/1/2022,male,75-79,0
Perak,Kerian,1/1/2022,male,80-84,0.6
Perak,Kerian,1/1/2022,male,80-84,0.3
Perak,Kerian,1/1/2022,male,80-84,0
Perak,Kerian,1/1/2022,male,80-84,0.2
Perak,Kerian,1/1/2022,male,80-84,0
Perak,Kerian,1/1/2022,male,80-84,0
Perak,Kerian,1/1/2022,male,80-84,0
Perak,Kerian,1/1/2022,male,85+,0.2
Perak,Kerian,1/1/2022,male,85+,0.1
Perak,Kerian,1/1/2022,male,85+,0
Perak,Kerian,1/1/2022,male,85+,0.1
Perak,Kerian,1/1/2022,male,85+,0
Perak,Kerian,1/1/2022,male,85+,0
Perak,Kerian,1/1/2022,male,85+,0
Perak,Kinta,1/1/2022,female,0-4,27.6
Perak,Kinta,1/1/2022,female,0-4,16.6
Perak,Kinta,1/1/2022,female,0-4,0.3
Perak,Kinta,1/1/2022,female,0-4,7.7
Perak,Kinta,1/1/2022,female,0-4,2.8
Perak,Kinta,1/1/2022,female,0-4,0.1
Perak,Kinta,1/1/2022,female,0-4,0.1
Perak,Kinta,1/1/2022,female,5-9,34.2
Perak,Kinta,1/1/2022,female,5-9,20.7
Perak,Kinta,1/1/2022,female,5-9,0.4
Perak,Kinta,1/1/2022,female,5-9,9.1
Perak,Kinta,1/1/2022,female,5-9,3.9
Perak,Kinta,1/1/2022,female,5-9,0.1
Perak,Kinta,1/1/2022,female,5-9,0.1
Perak,Kinta,1/1/2022,female,10-14,35.3
Perak,Kinta,1/1/2022,female,10-14,19.4
Perak,Kinta,1/1/2022,female,10-14,0.5
Perak,Kinta,1/1/2022,female,10-14,10.8
Perak,Kinta,1/1/2022,female,10-14,4.4
Perak,Kinta,1/1/2022,female,10-14,0.1
Perak,Kinta,1/1/2022,female,10-14,0.1
Perak,Kinta,1/1/2022,female,15-19,35.6
Perak,Kinta,1/1/2022,female,15-19,18.4
Perak,Kinta,1/1/2022,female,15-19,0.4
Perak,Kinta,1/1/2022,female,15-19,11.6
Perak,Kinta,1/1/2022,female,15-19,4.8
Perak,Kinta,1/1/2022,female,15-19,0.1
Perak,Kinta,1/1/2022,female,15-19,0.2
Perak,Kinta,1/1/2022,female,20-24,29.5
Perak,Kinta,1/1/2022,female,20-24,14.2
Perak,Kinta,1/1/2022,female,20-24,0.5
Perak,Kinta,1/1/2022,female,20-24,9.3
Perak,Kinta,1/1/2022,female,20-24,4
Perak,Kinta,1/1/2022,female,20-24,0.1
Perak,Kinta,1/1/2022,female,20-24,1.2
Perak,Kinta,1/1/2022,female,25-29,28.1
Perak,Kinta,1/1/2022,female,25-29,14
Perak,Kinta,1/1/2022,female,25-29,0.5
Perak,Kinta,1/1/2022,female,25-29,8.5
Perak,Kinta,1/1/2022,female,25-29,3.8
Perak,Kinta,1/1/2022,female,25-29,0.1
Perak,Kinta,1/1/2022,female,25-29,1.1
Perak,Kinta,1/1/2022,female,30-34,28.4
Perak,Kinta,1/1/2022,female,30-34,14.7
Perak,Kinta,1/1/2022,female,30-34,0.5
Perak,Kinta,1/1/2022,female,30-34,8.2
Perak,Kinta,1/1/2022,female,30-34,3.7
Perak,Kinta,1/1/2022,female,30-34,0.1
Perak,Kinta,1/1/2022,female,30-34,1.1
Perak,Kinta,1/1/2022,female,35-39,34.3
Perak,Kinta,1/1/2022,female,35-39,17.9
Perak,Kinta,1/1/2022,female,35-39,0.5
Perak,Kinta,1/1/2022,female,35-39,10.3
Perak,Kinta,1/1/2022,female,35-39,4.3
Perak,Kinta,1/1/2022,female,35-39,0.2
Perak,Kinta,1/1/2022,female,35-39,1.1
Perak,Kinta,1/1/2022,female,40-44,31.3
Perak,Kinta,1/1/2022,female,40-44,14.2
Perak,Kinta,1/1/2022,female,40-44,0.4
Perak,Kinta,1/1/2022,female,40-44,11.1
Perak,Kinta,1/1/2022,female,40-44,4.3
Perak,Kinta,1/1/2022,female,40-44,0.2
Perak,Kinta,1/1/2022,female,40-44,1.1
Perak,Kinta,1/1/2022,female,45-49,28.5
Perak,Kinta,1/1/2022,female,45-49,11.9
Perak,Kinta,1/1/2022,female,45-49,0.3
