state,district,date,sex,age,ethnicity,population
Negeri Sembilan,Tampin,1/1/2022,male,30-34,overall,4.1
Negeri Sembilan,Tampin,1/1/2022,male,35-39,overall,5.2
Negeri Sembilan,Tampin,1/1/2022,male,40-44,overall,3.3
Negeri Sembilan,Tampin,1/1/2022,male,45-49,overall,2.4
Negeri Sembilan,Tampin,1/1/2022,male,50-54,overall,2
Negeri Sembilan,Tampin,1/1/2022,male,55-59,overall,1.9
Negeri Sembilan,Tampin,1/1/2022,male,60-64,overall,2.1
Negeri Sembilan,Tampin,1/1/2022,male,65-69,overall,1.6
Negeri Sembilan,Tampin,1/1/2022,male,70-74,overall,1.1
Negeri Sembilan,Tampin,1/1/2022,male,75-79,overall,0.5
Negeri Sembilan,Tampin,1/1/2022,male,80-84,overall,0.3
Negeri Sembilan,Tampin,1/1/2022,male,85+,overall,0.2
Pahang,Bentong,1/1/2022,female,0-4,overall,3.7
Pahang,Bentong,1/1/2022,female,5-9,overall,4.5
Pahang,Bentong,1/1/2022,female,10-14,overall,5
Pahang,Bentong,1/1/2022,female,15-19,overall,4.8
Pahang,Bentong,1/1/2022,female,20-24,overall,3.4
Pahang,Bentong,1/1/2022,female,25-29,overall,3.7
Pahang,Bentong,1/1/2022,female,30-34,overall,3.8
Pahang,Bentong,1/1/2022,female,35-39,overall,4
Pahang,Bentong,1/1/2022,female,40-44,overall,3.8
Pahang,Bentong,1/1/2022,female,45-49,overall,3
Pahang,Bentong,1/1/2022,female,50-54,overall,2.6
Pahang,Bentong,1/1/2022,female,55-59,overall,2.3
Pahang,Bentong,1/1/2022,female,60-64,overall,2.1
Pahang,Bentong,1/1/2022,female,65-69,overall,1.6
Pahang,Bentong,1/1/2022,female,70-74,overall,1.3
Pahang,Bentong,1/1/2022,female,75-79,overall,0.8
Pahang,Bentong,1/1/2022,female,80-84,overall,0.4
Pahang,Bentong,1/1/2022,female,85+,overall,0.3
Pahang,Bentong,1/1/2022,male,0-4,overall,3.9
Pahang,Bentong,1/1/2022,male,5-9,overall,4.8
Pahang,Bentong,1/1/2022,male,10-14,overall,5.4
Pahang,Bentong,1/1/2022,male,15-19,overall,5.6
Pahang,Bentong,1/1/2022,male,20-24,overall,5.1
Pahang,Bentong,1/1/2022,male,25-29,overall,7
Pahang,Bentong,1/1/2022,male,30-34,overall,6.5
Pahang,Bentong,1/1/2022,male,35-39,overall,6.2
Pahang,Bentong,1/1/2022,male,40-44,overall,5.4
Pahang,Bentong,1/1/2022,male,45-49,overall,3.8
Pahang,Bentong,1/1/2022,male,50-54,overall,3.1
Pahang,Bentong,1/1/2022,male,55-59,overall,2.6
Pahang,Bentong,1/1/2022,male,60-64,overall,2.1
Pahang,Bentong,1/1/2022,male,65-69,overall,1.6
Pahang,Bentong,1/1/2022,male,70-74,overall,1.3
Pahang,Bentong,1/1/2022,male,75-79,overall,0.7
Pahang,Bentong,1/1/2022,male,80-84,overall,0.4
Pahang,Bentong,1/1/2022,male,85+,overall,0.4
Pahang,Bera,1/1/2022,female,0-4,overall,3.4
Pahang,Bera,1/1/2022,female,5-9,overall,4.3
Pahang,Bera,1/1/2022,female,10-14,overall,4.6
Pahang,Bera,1/1/2022,female,15-19,overall,5
Pahang,Bera,1/1/2022,female,20-24,overall,3.3
Pahang,Bera,1/1/2022,female,25-29,overall,2.8
Pahang,Bera,1/1/2022,female,30-34,overall,3.2
Pahang,Bera,1/1/2022,female,35-39,overall,3.4
Pahang,Bera,1/1/2022,female,40-44,overall,3.6
Pahang,Bera,1/1/2022,female,45-49,overall,2.6
Pahang,Bera,1/1/2022,female,50-54,overall,2.3
Pahang,Bera,1/1/2022,female,55-59,overall,1.9
Pahang,Bera,1/1/2022,female,60-64,overall,1.9
Pahang,Bera,1/1/2022,female,65-69,overall,1.5
Pahang,Bera,1/1/2022,female,70-74,overall,1.1
Pahang,Bera,1/1/2022,female,75-79,overall,0.7
Pahang,Bera,1/1/2022,female,80-84,overall,0.4
Pahang,Bera,1/1/2022,female,85+,overall,0.3
Pahang,Bera,1/1/2022,male,0-4,overall,3.6
Pahang,Bera,1/1/2022,male,5-9,overall,4.3
Pahang,Bera,1/1/2022,male,10-14,overall,4.7
Pahang,Bera,1/1/2022,male,15-19,overall,5.7
Pahang,Bera,1/1/2022,male,20-24,overall,4.1
Pahang,Bera,1/1/2022,male,25-29,overall,4.4
Pahang,Bera,1/1/2022,male,30-34,overall,4.7
Pahang,Bera,1/1/2022,male,35-39,overall,4.4
Pahang,Bera,1/1/2022,male,40-44,overall,4.1
Pahang,Bera,1/1/2022,male,45-49,overall,2.9
Pahang,Bera,1/1/2022,male,50-54,overall,2.4
Pahang,Bera,1/1/2022,male,55-59,overall,2
Pahang,Bera,1/1/2022,male,60-64,overall,1.8
Pahang,Bera,1/1/2022,male,65-69,overall,1.3
Pahang,Bera,1/1/2022,male,70-74,overall,1
Pahang,Bera,1/1/2022,male,75-79,overall,0.6
Pahang,Bera,1/1/2022,male,80-84,overall,0.3
Pahang,Bera,1/1/2022,male,85+,overall,0.3
Pahang,Cameron Highlands,1/1/2022,female,0-4,overall,1.3
Pahang,Cameron Highlands,1/1/2022,female,5-9,overall,1.6
Pahang,Cameron Highlands,1/1/2022,female,10-14,overall,1.5
Pahang,Cameron Highlands,1/1/2022,female,15-19,overall,1.7
Pahang,Cameron Highlands,1/1/2022,female,20-24,overall,1.4
Pahang,Cameron Highlands,1/1/2022,female,25-29,overall,1.2
Pahang,Cameron Highlands,1/1/2022,female,30-34,overall,1.4
Pahang,Cameron Highlands,1/1/2022,female,35-39,overall,1.2
Pahang,Cameron Highlands,1/1/2022,female,40-44,overall,1.1
Pahang,Cameron Highlands,1/1/2022,female,45-49,overall,1.1
Pahang,Cameron Highlands,1/1/2022,female,50-54,overall,0.9
Pahang,Cameron Highlands,1/1/2022,female,55-59,overall,0.7
Pahang,Cameron Highlands,1/1/2022,female,60-64,overall,0.6
Pahang,Cameron Highlands,1/1/2022,female,65-69,overall,0.5
Pahang,Cameron Highlands,1/1/2022,female,70-74,overall,0.5
Pahang,Cameron Highlands,1/1/2022,female,75-79,overall,0.3
Pahang,Cameron Highlands,1/1/2022,female,80-84,overall,0.1
Pahang,Cameron Highlands,1/1/2022,female,85+,overall,0.1
Pahang,Cameron Highlands,1/1/2022,male,0-4,overall,1.3
Pahang,Cameron Highlands,1/1/2022,male,5-9,overall,1.4
Pahang,Cameron Highlands,1/1/2022,male,10-14,overall,1.7
Pahang,Cameron Highlands,1/1/2022,male,15-19,overall,2
Pahang,Cameron Highlands,1/1/2022,male,20-24,overall,1.8
Pahang,Cameron Highlands,1/1/2022,male,25-29,overall,2.6
Pahang,Cameron Highlands,1/1/2022,male,30-34,overall,2.7
Pahang,Cameron Highlands,1/1/2022,male,35-39,overall,2.2
Pahang,Cameron Highlands,1/1/2022,male,40-44,overall,1.6
Pahang,Cameron Highlands,1/1/2022,male,45-49,overall,1.2
Pahang,Cameron Highlands,1/1/2022,male,50-54,overall,1
Pahang,Cameron Highlands,1/1/2022,male,55-59,overall,0.7
Pahang,Cameron Highlands,1/1/2022,male,60-64,overall,0.6
Pahang,Cameron Highlands,1/1/2022,male,65-69,overall,0.5
Pahang,Cameron Highlands,1/1/2022,male,70-74,overall,0.5
Pahang,Cameron Highlands,1/1/2022,male,75-79,overall,0.2
Pahang,Cameron Highlands,1/1/2022,male,80-84,overall,0.1
Pahang,Cameron Highlands,1/1/2022,male,85+,overall,0.2
Pahang,Jerantut,1/1/2022,female,0-4,overall,3.9
Pahang,Jerantut,1/1/2022,female,5-9,overall,4.4
Pahang,Jerantut,1/1/2022,female,10-14,overall,4.4
Pahang,Jerantut,1/1/2022,female,15-19,overall,4.7
Pahang,Jerantut,1/1/2022,female,20-24,overall,3.3
Pahang,Jerantut,1/1/2022,female,25-29,overall,2.6
Pahang,Jerantut,1/1/2022,female,30-34,overall,3.3
Pahang,Jerantut,1/1/2022,female,35-39,overall,3.5
Pahang,Jerantut,1/1/2022,female,40-44,overall,3
Pahang,Jerantut,1/1/2022,female,45-49,overall,2.6
Pahang,Jerantut,1/1/2022,female,50-54,overall,2.4
Pahang,Jerantut,1/1/2022,female,55-59,overall,2.1
Pahang,Jerantut,1/1/2022,female,60-64,overall,1.9
Pahang,Jerantut,1/1/2022,female,65-69,overall,1.4
Pahang,Jerantut,1/1/2022,female,70-74,overall,1
Pahang,Jerantut,1/1/2022,female,75-79,overall,0.6
Pahang,Jerantut,1/1/2022,female,80-84,overall,0.3
Pahang,Jerantut,1/1/2022,female,85+,overall,0.2
Pahang,Jerantut,1/1/2022,male,0-4,overall,4
Pahang,Jerantut,1/1/2022,male,5-9,overall,4.6
Pahang,Jerantut,1/1/2022,male,10-14,overall,4.7
Pahang,Jerantut,1/1/2022,male,15-19,overall,5.7
Pahang,Jerantut,1/1/2022,male,20-24,overall,3.9
Pahang,Jerantut,1/1/2022,male,25-29,overall,3.9
Pahang,Jerantut,1/1/2022,male,30-34,overall,4.8
Pahang,Jerantut,1/1/2022,male,35-39,overall,4.2
Pahang,Jerantut,1/1/2022,male,40-44,overall,3.4
Pahang,Jerantut,1/1/2022,male,45-49,overall,2.7
Pahang,Jerantut,1/1/2022,male,50-54,overall,2.4
Pahang,Jerantut,1/1/2022,male,55-59,overall,2.2
Pahang,Jerantut,1/1/2022,male,60-64,overall,1.9
Pahang,Jerantut,1/1/2022,male,65-69,overall,1.2
Pahang,Jerantut,1/1/2022,male,70-74,overall,0.9
Pahang,Jerantut,1/1/2022,male,75-79,overall,0.5
Pahang,Jerantut,1/1/2022,male,80-84,overall,0.3
Pahang,Jerantut,1/1/2022,male,85+,overall,0.3
Pahang,Kuantan,1/1/2022,female,0-4,overall,21
Pahang,Kuantan,1/1/2022,female,5-9,overall,22
Pahang,Kuantan,1/1/2022,female,10-14,overall,23.4
Pahang,Kuantan,1/1/2022,female,15-19,overall,28
Pahang,Kuantan,1/1/2022,female,20-24,overall,20.6
Pahang,Kuantan,1/1/2022,female,25-29,overall,17.5
Pahang,Kuantan,1/1/2022,female,30-34,overall,20.3
Pahang,Kuantan,1/1/2022,female,35-39,overall,23.8
Pahang,Kuantan,1/1/2022,female,40-44,overall,24.5
Pahang,Kuantan,1/1/2022,female,45-49,overall,18.8
Pahang,Kuantan,1/1/2022,female,50-54,overall,12.6
Pahang,Kuantan,1/1/2022,female,55-59,overall,9.8
Pahang,Kuantan,1/1/2022,female,60-64,overall,8
Pahang,Kuantan,1/1/2022,female,65-69,overall,6.1
Pahang,Kuantan,1/1/2022,female,70-74,overall,5.5
Pahang,Kuantan,1/1/2022,female,75-79,overall,3.1
Pahang,Kuantan,1/1/2022,female,80-84,overall,1.8
Pahang,Kuantan,1/1/2022,female,85+,overall,1.4
Pahang,Kuantan,1/1/2022,male,0-4,overall,21.6
Pahang,Kuantan,1/1/2022,male,5-9,overall,22.8
Pahang,Kuantan,1/1/2022,male,10-14,overall,25.2
Pahang,Kuantan,1/1/2022,male,15-19,overall,31.5
Pahang,Kuantan,1/1/2022,male,20-24,overall,22
Pahang,Kuantan,1/1/2022,male,25-29,overall,19.6
Pahang,Kuantan,1/1/2022,male,30-34,overall,22.7
Pahang,Kuantan,1/1/2022,male,35-39,overall,25.4
Pahang,Kuantan,1/1/2022,male,40-44,overall,29.4
Pahang,Kuantan,1/1/2022,male,45-49,overall,17.6
Pahang,Kuantan,1/1/2022,male,50-54,overall,13.9
Pahang,Kuantan,1/1/2022,male,55-59,overall,10.5
Pahang,Kuantan,1/1/2022,male,60-64,overall,8.7
Pahang,Kuantan,1/1/2022,male,65-69,overall,6.5
Pahang,Kuantan,1/1/2022,male,70-74,overall,5.7
Pahang,Kuantan,1/1/2022,male,75-79,overall,3.2
Pahang,Kuantan,1/1/2022,male,80-84,overall,1.8
Pahang,Kuantan,1/1/2022,male,85+,overall,1.6
Pahang,Lipis,1/1/2022,female,0-4,overall,4
Pahang,Lipis,1/1/2022,female,5-9,overall,4.4
Pahang,Lipis,1/1/2022,female,10-14,overall,4.2
Pahang,Lipis,1/1/2022,female,15-19,overall,4.7
Pahang,Lipis,1/1/2022,female,20-24,overall,4.3
Pahang,Lipis,1/1/2022,female,25-29,overall,3.4
Pahang,Lipis,1/1/2022,female,30-34,overall,3.4
Pahang,Lipis,1/1/2022,female,35-39,overall,3.2
Pahang,Lipis,1/1/2022,female,40-44,overall,3
Pahang,Lipis,1/1/2022,female,45-49,overall,2.5
Pahang,Lipis,1/1/2022,female,50-54,overall,2.1
Pahang,Lipis,1/1/2022,female,55-59,overall,2.1
Pahang,Lipis,1/1/2022,female,60-64,overall,2
Pahang,Lipis,1/1/2022,female,65-69,overall,1.1
Pahang,Lipis,1/1/2022,female,70-74,overall,0.8
Pahang,Lipis,1/1/2022,female,75-79,overall,0.5
Pahang,Lipis,1/1/2022,female,80-84,overall,0.2
Pahang,Lipis,1/1/2022,female,85+,overall,0.2
Pahang,Lipis,1/1/2022,male,0-4,overall,4
Pahang,Lipis,1/1/2022,male,5-9,overall,4.4
Pahang,Lipis,1/1/2022,male,10-14,overall,4.6
Pahang,Lipis,1/1/2022,male,15-19,overall,5.1
Pahang,Lipis,1/1/2022,male,20-24,overall,4.6
Pahang,Lipis,1/1/2022,male,25-29,overall,4.7
Pahang,Lipis,1/1/2022,male,30-34,overall,4.5
Pahang,Lipis,1/1/2022,male,35-39,overall,4.2
Pahang,Lipis,1/1/2022,male,40-44,overall,3.6
Pahang,Lipis,1/1/2022,male,45-49,overall,2.8
Pahang,Lipis,1/1/2022,male,50-54,overall,2.1
Pahang,Lipis,1/1/2022,male,55-59,overall,2.1
Pahang,Lipis,1/1/2022,male,60-64,overall,2.2
Pahang,Lipis,1/1/2022,male,65-69,overall,1.1
Pahang,Lipis,1/1/2022,male,70-74,overall,0.8
Pahang,Lipis,1/1/2022,male,75-79,overall,0.4
Pahang,Lipis,1/1/2022,male,80-84,overall,0.3
Pahang,Lipis,1/1/2022,male,85+,overall,0.2
Pahang,Maran,1/1/2022,female,0-4,overall,4.9
Pahang,Maran,1/1/2022,female,5-9,overall,5.4
Pahang,Maran,1/1/2022,female,10-14,overall,5.3
Pahang,Maran,1/1/2022,female,15-19,overall,4.9
Pahang,Maran,1/1/2022,female,20-24,overall,6.4
Pahang,Maran,1/1/2022,female,25-29,overall,3
Pahang,Maran,1/1/2022,female,30-34,overall,3.4
Pahang,Maran,1/1/2022,female,35-39,overall,4
Pahang,Maran,1/1/2022,female,40-44,overall,3.7
Pahang,Maran,1/1/2022,female,45-49,overall,3
Pahang,Maran,1/1/2022,female,50-54,overall,2.6
Pahang,Maran,1/1/2022,female,55-59,overall,2.2
Pahang,Maran,1/1/2022,female,60-64,overall,2
Pahang,Maran,1/1/2022,female,65-69,overall,1.7
Pahang,Maran,1/1/2022,female,70-74,overall,1.1
Pahang,Maran,1/1/2022,female,75-79,overall,0.6
Pahang,Maran,1/1/2022,female,80-84,overall,0.4
Pahang,Maran,1/1/2022,female,85+,overall,0.3
Pahang,Maran,1/1/2022,male,0-4,overall,5.4
Pahang,Maran,1/1/2022,male,5-9,overall,6.1
Pahang,Maran,1/1/2022,male,10-14,overall,6
Pahang,Maran,1/1/2022,male,15-19,overall,5.7
Pahang,Maran,1/1/2022,male,20-24,overall,6.2
Pahang,Maran,1/1/2022,male,25-29,overall,4
Pahang,Maran,1/1/2022,male,30-34,overall,4.5
Pahang,Maran,1/1/2022,male,35-39,overall,4.8
Pahang,Maran,1/1/2022,male,40-44,overall,4.2
Pahang,Maran,1/1/2022,male,45-49,overall,3.3
Pahang,Maran,1/1/2022,male,50-54,overall,2.7
Pahang,Maran,1/1/2022,male,55-59,overall,2.2
Pahang,Maran,1/1/2022,male,60-64,overall,1.6
Pahang,Maran,1/1/2022,male,65-69,overall,1.3
Pahang,Maran,1/1/2022,male,70-74,overall,0.9
Pahang,Maran,1/1/2022,male,75-79,overall,0.4
Pahang,Maran,1/1/2022,male,80-84,overall,0.2
Pahang,Maran,1/1/2022,male,85+,overall,0.2
Pahang,Pekan,1/1/2022,female,0-4,overall,5.3
Pahang,Pekan,1/1/2022,female,5-9,overall,5
Pahang,Pekan,1/1/2022,female,10-14,overall,5
Pahang,Pekan,1/1/2022,female,15-19,overall,6.1
Pahang,Pekan,1/1/2022,female,20-24,overall,5.8
Pahang,Pekan,1/1/2022,female,25-29,overall,4.9
Pahang,Pekan,1/1/2022,female,30-34,overall,4
Pahang,Pekan,1/1/2022,female,35-39,overall,3.6
Pahang,Pekan,1/1/2022,female,40-44,overall,3.7
Pahang,Pekan,1/1/2022,female,45-49,overall,2.9
Pahang,Pekan,1/1/2022,female,50-54,overall,2.6
Pahang,Pekan,1/1/2022,female,55-59,overall,2.6
Pahang,Pekan,1/1/2022,female,60-64,overall,2.5
Pahang,Pekan,1/1/2022,female,65-69,overall,1.4
Pahang,Pekan,1/1/2022,female,70-74,overall,0.8
Pahang,Pekan,1/1/2022,female,75-79,overall,0.5
Pahang,Pekan,1/1/2022,female,80-84,overall,0.3
Pahang,Pekan,1/1/2022,female,85+,overall,0.2
Pahang,Pekan,1/1/2022,male,0-4,overall,5.4
Pahang,Pekan,1/1/2022,male,5-9,overall,5.1
Pahang,Pekan,1/1/2022,male,10-14,overall,5.2
Pahang,Pekan,1/1/2022,male,15-19,overall,6.4
Pahang,Pekan,1/1/2022,male,20-24,overall,8.5
Pahang,Pekan,1/1/2022,male,25-29,overall,7.5
Pahang,Pekan,1/1/2022,male,30-34,overall,5.6
Pahang,Pekan,1/1/2022,male,35-39,overall,5.1
Pahang,Pekan,1/1/2022,male,40-44,overall,4.8
Pahang,Pekan,1/1/2022,male,45-49,overall,2.9
Pahang,Pekan,1/1/2022,male,50-54,overall,2.5
Pahang,Pekan,1/1/2022,male,55-59,overall,2.2
Pahang,Pekan,1/1/2022,male,60-64,overall,2.2
Pahang,Pekan,1/1/2022,male,65-69,overall,1.3
Pahang,Pekan,1/1/2022,male,70-74,overall,0.8
Pahang,Pekan,1/1/2022,male,75-79,overall,0.4
Pahang,Pekan,1/1/2022,male,80-84,overall,0.3
Pahang,Pekan,1/1/2022,male,85+,overall,0.2
Pahang,Raub,1/1/2022,female,0-4,overall,3.1
Pahang,Raub,1/1/2022,female,5-9,overall,3.9
Pahang,Raub,1/1/2022,female,10-14,overall,4.6
Pahang,Raub,1/1/2022,female,15-19,overall,4.7
Pahang,Raub,1/1/2022,female,20-24,overall,4.2
Pahang,Raub,1/1/2022,female,25-29,overall,2.6
Pahang,Raub,1/1/2022,female,30-34,overall,3.6
Pahang,Raub,1/1/2022,female,35-39,overall,3.4
Pahang,Raub,1/1/2022,female,40-44,overall,3.1
Pahang,Raub,1/1/2022,female,45-49,overall,2.4
Pahang,Raub,1/1/2022,female,50-54,overall,2.1
Pahang,Raub,1/1/2022,female,55-59,overall,2.2
Pahang,Raub,1/1/2022,female,60-64,overall,2.2
Pahang,Raub,1/1/2022,female,65-69,overall,1.4
Pahang,Raub,1/1/2022,female,70-74,overall,1.1
Pahang,Raub,1/1/2022,female,75-79,overall,0.7
Pahang,Raub,1/1/2022,female,80-84,overall,0.4
Pahang,Raub,1/1/2022,female,85+,overall,0.2
Pahang,Raub,1/1/2022,male,0-4,overall,3.2
Pahang,Raub,1/1/2022,male,5-9,overall,3.9
Pahang,Raub,1/1/2022,male,10-14,overall,4.8
Pahang,Raub,1/1/2022,male,15-19,overall,5.3
Pahang,Raub,1/1/2022,male,20-24,overall,3.9
Pahang,Raub,1/1/2022,male,25-29,overall,4
Pahang,Raub,1/1/2022,male,30-34,overall,4.8
Pahang,Raub,1/1/2022,male,35-39,overall,4.8
Pahang,Raub,1/1/2022,male,40-44,overall,3.5
Pahang,Raub,1/1/2022,male,45-49,overall,2.6
Pahang,Raub,1/1/2022,male,50-54,overall,2.2
Pahang,Raub,1/1/2022,male,55-59,overall,2.1
Pahang,Raub,1/1/2022,male,60-64,overall,2.1
Pahang,Raub,1/1/2022,male,65-69,overall,1.4
Pahang,Raub,1/1/2022,male,70-74,overall,1.1
Pahang,Raub,1/1/2022,male,75-79,overall,0.6
Pahang,Raub,1/1/2022,male,80-84,overall,0.3
Pahang,Raub,1/1/2022,male,85+,overall,0.3
Pahang,Rompin,1/1/2022,female,0-4,overall,4.7
Pahang,Rompin,1/1/2022,female,5-9,overall,4.5
Pahang,Rompin,1/1/2022,female,10-14,overall,4.2
Pahang,Rompin,1/1/2022,female,15-19,overall,4.2
Pahang,Rompin,1/1/2022,female,20-24,overall,3.3
Pahang,Rompin,1/1/2022,female,25-29,overall,3.5
Pahang,Rompin,1/1/2022,female,30-34,overall,3.5
Pahang,Rompin,1/1/2022,female,35-39,overall,3.5
Pahang,Rompin,1/1/2022,female,40-44,overall,2.9
Pahang,Rompin,1/1/2022,female,45-49,overall,2.4
Pahang,Rompin,1/1/2022,female,50-54,overall,2.1
Pahang,Rompin,1/1/2022,female,55-59,overall,2.1
Pahang,Rompin,1/1/2022,female,60-64,overall,2.4
Pahang,Rompin,1/1/2022,female,65-69,overall,1.3
Pahang,Rompin,1/1/2022,female,70-74,overall,0.6
Pahang,Rompin,1/1/2022,female,75-79,overall,0.4
Pahang,Rompin,1/1/2022,female,80-84,overall,0.2
Pahang,Rompin,1/1/2022,female,85+,overall,0.2
Pahang,Rompin,1/1/2022,male,0-4,overall,4.9
Pahang,Rompin,1/1/2022,male,5-9,overall,4.7
Pahang,Rompin,1/1/2022,male,10-14,overall,4.8
Pahang,Rompin,1/1/2022,male,15-19,overall,4.5
Pahang,Rompin,1/1/2022,male,20-24,overall,4.5
Pahang,Rompin,1/1/2022,male,25-29,overall,5.3
Pahang,Rompin,1/1/2022,male,30-34,overall,5.3
Pahang,Rompin,1/1/2022,male,35-39,overall,5
Pahang,Rompin,1/1/2022,male,40-44,overall,3.9
Pahang,Rompin,1/1/2022,male,45-49,overall,2.7
Pahang,Rompin,1/1/2022,male,50-54,overall,2.1
Pahang,Rompin,1/1/2022,male,55-59,overall,2
Pahang,Rompin,1/1/2022,male,60-64,overall,1.9
Pahang,Rompin,1/1/2022,male,65-69,overall,1.2
Pahang,Rompin,1/1/2022,male,70-74,overall,0.7
Pahang,Rompin,1/1/2022,male,75-79,overall,0.4
Pahang,Rompin,1/1/2022,male,80-84,overall,0.3
Pahang,Rompin,1/1/2022,male,85+,overall,0.2
Pahang,Temerloh,1/1/2022,female,0-4,overall,7.2
Pahang,Temerloh,1/1/2022,female,5-9,overall,7.9
Pahang,Temerloh,1/1/2022,female,10-14,overall,8.1
Pahang,Temerloh,1/1/2022,female,15-19,overall,8.2
Pahang,Temerloh,1/1/2022,female,20-24,overall,4.8
Pahang,Temerloh,1/1/2022,female,25-29,overall,5.3
Pahang,Temerloh,1/1/2022,female,30-34,overall,6.6
Pahang,Temerloh,1/1/2022,female,35-39,overall,6.9
Pahang,Temerloh,1/1/2022,female,40-44,overall,6.2
Pahang,Temerloh,1/1/2022,female,45-49,overall,5.2
Pahang,Temerloh,1/1/2022,female,50-54,overall,3.9
Pahang,Temerloh,1/1/2022,female,55-59,overall,3.5
Pahang,Temerloh,1/1/2022,female,60-64,overall,3
Pahang,Temerloh,1/1/2022,female,65-69,overall,2.3
Pahang,Temerloh,1/1/2022,female,70-74,overall,1.9
Pahang,Temerloh,1/1/2022,female,75-79,overall,1.2
Pahang,Temerloh,1/1/2022,female,80-84,overall,0.6
Pahang,Temerloh,1/1/2022,female,85+,overall,0.5
Pahang,Temerloh,1/1/2022,male,0-4,overall,7.4
Pahang,Temerloh,1/1/2022,male,5-9,overall,8.4
Pahang,Temerloh,1/1/2022,male,10-14,overall,8.8
Pahang,Temerloh,1/1/2022,male,15-19,overall,9.2
Pahang,Temerloh,1/1/2022,male,20-24,overall,6
Pahang,Temerloh,1/1/2022,male,25-29,overall,6
Pahang,Temerloh,1/1/2022,male,30-34,overall,7.1
Pahang,Temerloh,1/1/2022,male,35-39,overall,7.4
Pahang,Temerloh,1/1/2022,male,40-44,overall,6.5
Pahang,Temerloh,1/1/2022,male,45-49,overall,5.2
Pahang,Temerloh,1/1/2022,male,50-54,overall,3.9
Pahang,Temerloh,1/1/2022,male,55-59,overall,3.3
Pahang,Temerloh,1/1/2022,male,60-64,overall,3
Pahang,Temerloh,1/1/2022,male,65-69,overall,2.1
Pahang,Temerloh,1/1/2022,male,70-74,overall,1.8
Pahang,Temerloh,1/1/2022,male,75-79,overall,1
Pahang,Temerloh,1/1/2022,male,80-84,overall,0.5
Pahang,Temerloh,1/1/2022,male,85+,overall,0.5
Perak,Bagan Datuk,1/1/2022,female,0-4,overall,1.6
Perak,Bagan Datuk,1/1/2022,female,5-9,overall,1.9
Perak,Bagan Datuk,1/1/2022,female,10-14,overall,2.9
Perak,Bagan Datuk,1/1/2022,female,15-19,overall,5.6
Perak,Bagan Datuk,1/1/2022,female,20-24,overall,2.3
Perak,Bagan Datuk,1/1/2022,female,25-29,overall,2.3
Perak,Bagan Datuk,1/1/2022,female,30-34,overall,2.3
Perak,Bagan Datuk,1/1/2022,female,35-39,overall,2.3
Perak,Bagan Datuk,1/1/2022,female,40-44,overall,2.7
Perak,Bagan Datuk,1/1/2022,female,45-49,overall,4
Perak,Bagan Datuk,1/1/2022,female,50-54,overall,1.9
Perak,Bagan Datuk,1/1/2022,female,55-59,overall,1.8
Perak,Bagan Datuk,1/1/2022,female,60-64,overall,1.7
Perak,Bagan Datuk,1/1/2022,female,65-69,overall,1.6
Perak,Bagan Datuk,1/1/2022,female,70-74,overall,1
Perak,Bagan Datuk,1/1/2022,female,75-79,overall,0.6
Perak,Bagan Datuk,1/1/2022,female,80-84,overall,0.3
Perak,Bagan Datuk,1/1/2022,female,85+,overall,0.2
Perak,Bagan Datuk,1/1/2022,male,0-4,overall,1.7
Perak,Bagan Datuk,1/1/2022,male,5-9,overall,2.1
Perak,Bagan Datuk,1/1/2022,male,10-14,overall,3.1
Perak,Bagan Datuk,1/1/2022,male,15-19,overall,6.8
Perak,Bagan Datuk,1/1/2022,male,20-24,overall,3.1
Perak,Bagan Datuk,1/1/2022,male,25-29,overall,3.7
Perak,Bagan Datuk,1/1/2022,male,30-34,overall,5.5
Perak,Bagan Datuk,1/1/2022,male,35-39,overall,3.6
Perak,Bagan Datuk,1/1/2022,male,40-44,overall,5.7
Perak,Bagan Datuk,1/1/2022,male,45-49,overall,2.2
Perak,Bagan Datuk,1/1/2022,male,50-54,overall,1.9
Perak,Bagan Datuk,1/1/2022,male,55-59,overall,1.6
Perak,Bagan Datuk,1/1/2022,male,60-64,overall,1.6
Perak,Bagan Datuk,1/1/2022,male,65-69,overall,1.2
Perak,Bagan Datuk,1/1/2022,male,70-74,overall,0.8
Perak,Bagan Datuk,1/1/2022,male,75-79,overall,0.5
Perak,Bagan Datuk,1/1/2022,male,80-84,overall,0.2
Perak,Bagan Datuk,1/1/2022,male,85+,overall,0.1
Perak,Batang Padang,1/1/2022,female,0-4,overall,3.8
Perak,Batang Padang,1/1/2022,female,5-9,overall,4.4
Perak,Batang Padang,1/1/2022,female,10-14,overall,4.9
Perak,Batang Padang,1/1/2022,female,15-19,overall,4.3
Perak,Batang Padang,1/1/2022,female,20-24,overall,6.2
Perak,Batang Padang,1/1/2022,female,25-29,overall,3.8
Perak,Batang Padang,1/1/2022,female,30-34,overall,4
Perak,Batang Padang,1/1/2022,female,35-39,overall,4.2
Perak,Batang Padang,1/1/2022,female,40-44,overall,3.5
Perak,Batang Padang,1/1/2022,female,45-49,overall,3.2
Perak,Batang Padang,1/1/2022,female,50-54,overall,2.9
Perak,Batang Padang,1/1/2022,female,55-59,overall,3.1
Perak,Batang Padang,1/1/2022,female,60-64,overall,3.2
Perak,Batang Padang,1/1/2022,female,65-69,overall,2.6
